"","rec_ma+lexibank_ArmAndHand+WALS_129A","o_lexibank_CommonSubstringInBoyAndGirl","o_lexibank_CommonSubstringInManAndWoman","o_lexibank_ElbowAndKnee","o_lexibank_EyeInTear","o_lexibank_BarkAndSkin","rec_c_lexibank_FatherWithP","rec_ma+lexibank_FingerAndHand+WALS_130A","rec_mca+lexibank_FirstPersonWithM+lexibank_FirstPersonWithN+WALS_136B","rec_ma+lexibank_GreenAndBlue+WALS_134A","o_lexibank_HairAndFeather","o_lexibank_HearAndSmell","o_lexibank_FingerAndToe","o_lexibank_LegAndFoot","rec_c_lexibank_MotherWithM","o_lexibank_MouthInLip","rec_ma+lexibank_RedAndYellow+WALS_135A","rec_mca+lexibank_SecondPersonWithM+lexibank_SecondPersonWithN+lexibank_SecondPersonWithT+WALS_137B","o_lexibank_SeeAndKnow","o_lexibank_SkinInLip","o_lexibank_ThreeInEight","o_lexibank_ThreeInThirteen","o_lexibank_ToeAndFoot","o_lexibank_WaterInTear","rec_c_lexibank_WindWithF","o_lexibank_TreeInBark"
"remp1241",NA,"False","False","False","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,"False",NA,NA
"rita1239",NA,NA,"False",NA,NA,NA,"True",NA,NA,NA,"False","False",NA,"False","False",NA,"FALSE","N","False",NA,NA,NA,NA,NA,NA,NA
"roma1327","FALSE","False","False","False","False","False",NA,"FALSE",NA,"FALSE","False","False",NA,"True",NA,"False","FALSE","T","False","False","False",NA,"False","False","True","False"
"rong1266",NA,NA,"True","False",NA,"False",NA,"FALSE",NA,NA,"False","False","False",NA,"False","False","FALSE","N","False","False",NA,NA,"False",NA,NA,NA
"roto1249",NA,"False","False",NA,NA,"False",NA,"FALSE",NA,"FALSE","False","False","False",NA,NA,"False","FALSE",NA,"False","False","False",NA,"False",NA,"False","False"
"rumu1243",NA,"False","False",NA,NA,"False",NA,"FALSE",NA,"FALSE","False","False",NA,NA,NA,"False",NA,NA,"False","False",NA,NA,NA,NA,NA,"False"
"rupa1234","TRUE",NA,"True","False",NA,"True",NA,"FALSE",NA,NA,"True",NA,NA,NA,NA,NA,"FALSE","N","False",NA,"False",NA,NA,NA,NA,NA
"saep1240",NA,"True","False","False",NA,NA,"False",NA,"N",NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,NA,NA,NA
"sahu1245",NA,"False","False",NA,NA,"True",NA,"FALSE",NA,"FALSE","True","False","True",NA,NA,"False","FALSE",NA,"False","False","False",NA,"False",NA,NA,"False"
"sali1298","FALSE",NA,"False","False",NA,"False",NA,"FALSE",NA,NA,"False","False","False","False",NA,"False","FALSE",NA,"False","False",NA,NA,"False",NA,NA,"False"
"samo1303",NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,"N",NA,NA,NA,NA,NA,NA,"False",NA
"samo1306",NA,"True","False","False","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,"False",NA,NA
"sana1281",NA,"False","False",NA,NA,"False",NA,"FALSE",NA,"TRUE","True","False","False",NA,NA,"False","FALSE","T","False","False","False",NA,"False",NA,NA,"False"
"sand1270","FALSE",NA,NA,NA,NA,"False","True",NA,NA,NA,NA,NA,NA,"False","False",NA,"FALSE",NA,"False",NA,"False",NA,NA,NA,NA,"True"
"sang1321","FALSE","True","False","False","False",NA,"False","FALSE",NA,NA,NA,"False","False","True","False","False","FALSE","N","False","False",NA,NA,"False","False",NA,NA
"sani1265","FALSE","True","False","False","False",NA,"False","FALSE",NA,NA,"True",NA,NA,NA,"False","False","FALSE","N","False","False","False",NA,NA,"True",NA,NA
"sani1269","FALSE","False","False","False","False",NA,"False","FALSE",NA,NA,"True",NA,NA,NA,"False","False","FALSE","N","False","False","False",NA,NA,"True",NA,NA
"sanm1287","FALSE",NA,"True",NA,NA,"False",NA,"FALSE",NA,"FALSE","False","False",NA,NA,NA,"True","FALSE","M","True","False","False",NA,NA,NA,"False","True"
"sapo1254",NA,NA,NA,NA,NA,NA,"False",NA,"M",NA,NA,NA,NA,NA,"False",NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA
"sara1340","TRUE","False","False","False","False","True","False","FALSE","M","TRUE","True","False","False","True","True","False","FALSE",NA,"False","False","False",NA,"False","True",NA,"False"
"saru1243",NA,"False","False","False","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,"False",NA,NA
"sawi1256",NA,NA,"True",NA,NA,"False","False",NA,NA,"TRUE","True","False",NA,NA,"False","False","FALSE",NA,"False","False","True",NA,NA,NA,NA,"False"
"saya1246",NA,"False","False",NA,NA,"False","True",NA,NA,NA,NA,"False",NA,NA,"False","False","FALSE",NA,"False","False","False","False",NA,NA,"True","False"
"seco1241","FALSE",NA,"False","False",NA,"False","False","FALSE",NA,NA,"False","False","False","False",NA,"False","FALSE","M","False","True",NA,NA,"False",NA,NA,"False"
"selk1253","TRUE","True","False","False","True","False","False","FALSE","M","FALSE","False","False","True","True","False","False","FALSE",NA,"False","False","False",NA,"False","False",NA,"False"
"seri1257","TRUE","True","False",NA,NA,"False",NA,"TRUE",NA,"TRUE","False","False","False",NA,NA,"False","FALSE","M","False","False","False",NA,"True",NA,"False","True"
"sese1246","FALSE","False","False","False","False","False","True","FALSE","M","FALSE","False","False","False","False","True","False","FALSE",NA,"False","False","False",NA,"False","False",NA,"False"
"shan1274","FALSE","True","False","False","False",NA,"False","FALSE",NA,"FALSE","False","False",NA,"False","True","False","FALSE","N",NA,NA,"False","False",NA,"False",NA,NA
"shee1238",NA,NA,NA,NA,"True",NA,"False","FALSE",NA,"FALSE","True","False",NA,"False","False",NA,"FALSE","M","False",NA,"False","True",NA,"True",NA,NA
"sher1261","TRUE",NA,"True","False",NA,"True","False","FALSE",NA,NA,"True",NA,NA,NA,"False",NA,"FALSE","N","False",NA,"False",NA,NA,NA,NA,NA
"sich1238","FALSE",NA,NA,"False",NA,"False",NA,"FALSE",NA,"FALSE","False","False",NA,"False",NA,NA,"FALSE","N","False",NA,"False",NA,NA,NA,"False","False"
"siha1245",NA,"True","False","False","False",NA,"True",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE",NA,NA,NA,NA,NA,NA,"False",NA,NA
"sile1255",NA,"False","False","True","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"True",NA,"FALSE","N",NA,NA,NA,NA,NA,"False",NA,NA
"silo1240",NA,"False",NA,"False","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,"False",NA,NA
"sino1246","FALSE","True","False","False","False","False","False","FALSE",NA,NA,"False","False","False","True","False","False","FALSE","N","True","False",NA,NA,"False","False",NA,"False"
"sins1241",NA,"False","False","False",NA,NA,"True",NA,NA,NA,NA,"False",NA,NA,"True",NA,"FALSE","N",NA,NA,NA,NA,NA,NA,NA,NA
"sion1247","TRUE",NA,"True","False",NA,"False","True","FALSE",NA,NA,"False","False",NA,"False",NA,"False",NA,"M","False","False",NA,NA,NA,NA,NA,"False"
"siri1274","FALSE",NA,"True","False",NA,"False","True","FALSE",NA,NA,"False","False","False","False",NA,"False","FALSE",NA,"False","False",NA,NA,"False",NA,NA,"False"
"situ1238","FALSE","True","False","False","False",NA,"False","FALSE",NA,"FALSE","False","False",NA,"True","False",NA,"FALSE","N","False",NA,"False","False",NA,"False",NA,NA
"skol1241","TRUE","False","False","False","False","False","False","FALSE","M","FALSE","False","False","False","True","False","False","FALSE","T","False","False","False",NA,"False","False","False","False"
"slov1268","TRUE","True","False","False","False","False","False","FALSE",NA,"FALSE","False","False","False","True","True","False","FALSE","T","False","False","False",NA,"False","False","False","False"
"slov1269","TRUE","False","False","False","False","False","False","FALSE",NA,"FALSE","False","False","False","True","True","False","FALSE","T","False","False","False",NA,"False","False","True","False"
"sopp1247",NA,"False","False","False",NA,NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,NA,NA,NA
"sout2674","TRUE","False","False","False","False","False","False","FALSE","M","FALSE","False","False","False","True","False","False","FALSE","T","False","False","False",NA,"False","False","False","False"
"sout2722","TRUE","True","True","False","False","False","False",NA,NA,"FALSE",NA,NA,NA,"False","False","False","FALSE","N",NA,"False","False",NA,"False","False",NA,"True"
"sout2732","TRUE","True","True","False","False",NA,"False","FALSE",NA,NA,"False",NA,"False","True","False","False","FALSE","N","False",NA,NA,NA,"False","False",NA,NA
"sout2754",NA,NA,NA,NA,"False",NA,"True","FALSE",NA,"TRUE","True","False",NA,"False","True",NA,"FALSE","M","False",NA,"False","True",NA,"True",NA,NA
"sout2774",NA,"True","False",NA,NA,"False",NA,NA,NA,"FALSE","False","False","False",NA,NA,"True","FALSE",NA,"False","False","False",NA,"False",NA,NA,NA
"sout2941","TRUE",NA,"False",NA,"False",NA,NA,"FALSE","N",NA,NA,"False","False","False","False","False",NA,NA,NA,"False",NA,NA,"False","True",NA,NA
"sout3210","FALSE","False","False","False","False","False","False","FALSE",NA,"FALSE","True","False","False","False","True","False","FALSE","N","False","False","False",NA,"False","False",NA,"False"
"stan1288","FALSE","True","False","False","False","False",NA,"FALSE","M","FALSE","False","False","False","False",NA,"False","FALSE","T","False","False","False",NA,"False","False","False","False"
"stan1289","FALSE","False","False","False","False","False",NA,"FALSE",NA,"FALSE","False","False","False","False",NA,"False","FALSE","T","False","False","False",NA,"False","False",NA,"False"
"stan1290","FALSE","False","False","False",NA,"False",NA,"FALSE","M","FALSE",NA,NA,"False","False",NA,"False","FALSE","T",NA,"False",NA,NA,"False",NA,"True","False"
"stan1293","FALSE","False","False","False",NA,"False",NA,"FALSE","M","FALSE",NA,NA,"False","False",NA,"False","FALSE",NA,NA,"False",NA,NA,"False",NA,"False","False"
"stan1295","FALSE","False","False","False",NA,"False",NA,"FALSE","M","FALSE",NA,NA,"False","False",NA,"False","FALSE","T",NA,"False",NA,NA,"False",NA,"True","False"
"stan1318","FALSE","False","False","False","False","False",NA,"FALSE",NA,"FALSE","False","False","False","False",NA,"False","FALSE",NA,"False","False","False",NA,"False","False",NA,"False"
"suma1270",NA,"False","False","False",NA,NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,NA,NA,NA
"sumi1235","TRUE","False","False","False","False","False","False","FALSE","N",NA,"True","False","False","False","False","False","FALSE","N","False","False",NA,NA,"False","False","False","True"
"sumt1234",NA,NA,"True","False",NA,"False","True",NA,NA,NA,"False","False",NA,NA,"False",NA,"FALSE","N","False",NA,"False",NA,NA,NA,NA,"True"
"susu1250","TRUE","True","False","False",NA,NA,"True","FALSE",NA,NA,NA,NA,"False","False","False",NA,NA,NA,NA,NA,"False","True","False",NA,NA,NA
"swah1253","TRUE","True","True",NA,NA,"False",NA,"FALSE","M",NA,"False","False","False",NA,NA,"False","FALSE",NA,"False","False","False",NA,"False",NA,"False","False"
"swed1254",NA,"False","False",NA,NA,"False",NA,"FALSE",NA,"FALSE","False","False","False",NA,NA,"False","FALSE","T","False","False","False",NA,"False",NA,"True","False"
"sydn1236",NA,NA,"False","False",NA,NA,"True",NA,NA,NA,"False","False",NA,"False","False",NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"taki1248","FALSE","True","False","False","False","False","False","FALSE",NA,"FALSE","True","False","True","True","False","False","FALSE",NA,"False","False","False",NA,"False","False",NA,"False"
"talu1238","FALSE","True","True","False","False",NA,"False","FALSE",NA,NA,"True",NA,NA,NA,"False",NA,"FALSE","N","False",NA,"False",NA,NA,"False",NA,NA
"tami1289","TRUE","False","False","False","True","False",NA,"FALSE","N","FALSE","False","False","False","True",NA,"False","FALSE","N","False","False","False",NA,"False","False",NA,"False"
"tang1372","FALSE","True","False","False","False",NA,"True","FALSE",NA,NA,"True",NA,NA,NA,"True","False","FALSE","N","False","False","False",NA,NA,"False",NA,NA
"tari1263",NA,"True","False",NA,NA,NA,NA,"FALSE","N","TRUE","False","False","False",NA,NA,"False","FALSE",NA,"False","False",NA,NA,"False",NA,NA,NA
"taro1264",NA,"True","False",NA,NA,"False",NA,"FALSE",NA,"FALSE","False","False","False",NA,NA,"False","FALSE",NA,"False","False","False",NA,"False",NA,"False","False"
"tatu1247","FALSE",NA,"False","False",NA,"False","True","FALSE",NA,NA,"True","False","False","False",NA,"False","FALSE",NA,"False","False",NA,NA,"False",NA,NA,"True"
"taua1242",NA,NA,NA,NA,NA,NA,"False",NA,"N",NA,NA,NA,NA,NA,"False",NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA
"tebu1239",NA,NA,"False","False",NA,"False","True","FALSE",NA,NA,NA,NA,NA,"True","False",NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,"False"
"tehu1242","FALSE",NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,"False",NA
"teiw1235",NA,NA,"False",NA,"False","False",NA,NA,NA,NA,"True","False",NA,NA,NA,"False","FALSE",NA,"False","False","False",NA,NA,"False",NA,"True"
"telu1262","TRUE","True","False","False","False","False",NA,"FALSE","N","FALSE","False","False","False","False",NA,"False","FALSE","N","False","False","False",NA,"False","False",NA,"True"
"tera1251",NA,"False","False",NA,NA,"False","False",NA,NA,NA,NA,"False",NA,NA,"True","False",NA,NA,"False","False","False","False",NA,NA,"False","False"
"tere1278",NA,"True","False",NA,NA,"False",NA,"FALSE","N","FALSE","False","False","True",NA,NA,"False","FALSE",NA,"False","False","False",NA,"False",NA,NA,"False"
"teri1250","FALSE",NA,NA,NA,NA,NA,"False","FALSE",NA,"TRUE",NA,NA,NA,NA,"True",NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"than1255",NA,NA,"False","False",NA,"False","False","FALSE",NA,NA,"False","False",NA,"False","False","False","FALSE","N","False","False",NA,NA,NA,NA,NA,"False"
"ticu1245","FALSE",NA,NA,NA,NA,NA,NA,"FALSE",NA,"TRUE",NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"tima1241",NA,"True","False",NA,NA,NA,NA,"FALSE",NA,"FALSE","False",NA,NA,NA,NA,"True","FALSE",NA,NA,"False","False",NA,NA,NA,NA,NA
"tira1258",NA,NA,"True","False",NA,"False","True","FALSE",NA,NA,NA,NA,NA,"True","False",NA,"FALSE",NA,NA,NA,"False",NA,NA,NA,NA,"False"
"toar1246","TRUE","False","False",NA,NA,"False",NA,"FALSE",NA,"FALSE","False","False","False",NA,NA,"True","FALSE",NA,"False","False","False",NA,"False",NA,"False","True"
"togo1254",NA,NA,"False","False",NA,"False","False",NA,NA,NA,NA,NA,NA,"True","False",NA,"FALSE",NA,NA,NA,"False",NA,NA,NA,NA,"False"
"toho1245","TRUE",NA,NA,NA,NA,NA,NA,"FALSE",NA,"TRUE",NA,NA,NA,NA,NA,NA,"FALSE","M",NA,NA,NA,NA,NA,NA,"False",NA
"toll1241","FALSE",NA,NA,NA,NA,NA,NA,"FALSE","N","TRUE",NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"tomm1242",NA,NA,"False","False",NA,"False","True","FALSE",NA,NA,NA,NA,NA,"True","False",NA,"FALSE",NA,NA,NA,"False",NA,NA,NA,NA,"False"
"toro1253",NA,NA,"False","False",NA,"False","True","FALSE",NA,NA,NA,NA,NA,"True","False",NA,"FALSE",NA,NA,NA,"False",NA,NA,NA,NA,"False"
"toto1306","FALSE",NA,"False","False",NA,"False","False","FALSE","N",NA,"False","False","False","False","True","False","FALSE","N","False","False",NA,NA,"False",NA,NA,"False"
"tsha1245",NA,NA,"False","False",NA,NA,"False","FALSE",NA,NA,NA,NA,NA,NA,"False",NA,"FALSE","N","False",NA,"False",NA,NA,NA,"False",NA
"tsho1240","FALSE","False","False","False","False","False","False","FALSE",NA,"FALSE","False","False",NA,"True","False","False","FALSE","N","False","False","False","False",NA,"False",NA,"False"
"tswa1253","FALSE",NA,NA,"False","False","False",NA,"FALSE","N",NA,"False",NA,NA,NA,NA,"False",NA,NA,"False","False","False",NA,NA,"False",NA,"False"
"tuni1252","FALSE","True","False",NA,NA,"True",NA,"TRUE",NA,"TRUE","False","False","False",NA,NA,"False","FALSE","M","False","False","False",NA,"True",NA,"False","False"
"tuol1234",NA,NA,"False",NA,NA,"False","True","FALSE",NA,NA,NA,NA,NA,"False","True",NA,"FALSE","N",NA,NA,"False",NA,NA,NA,NA,"False"
"turk1304","TRUE",NA,NA,NA,NA,NA,"False","FALSE","M",NA,NA,NA,NA,NA,"False",NA,NA,"T",NA,NA,NA,NA,NA,NA,"False",NA
"tuyu1244","FALSE",NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,"True","False","False",NA,NA,"True",NA,NA,"False","False",NA,NA,"False",NA,NA,"False"
"tzot1259","TRUE","False","False","False",NA,"False","False","FALSE",NA,"TRUE","True","False","False","True","True","True","FALSE",NA,"False","False","False",NA,"False",NA,"False","False"
"uare1241","FALSE","True","False","False",NA,"False","False","FALSE",NA,NA,"False","False",NA,"False","False",NA,"FALSE",NA,"False",NA,NA,NA,NA,NA,NA,"False"
"udmu1245","FALSE","False","False","False","True","False",NA,"FALSE","M","FALSE","False","False","False","True","True","False","FALSE",NA,"False","False","False",NA,"False","False",NA,"False"
"ukur1240",NA,"False","False","False","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,"False",NA,NA
"umpi1239",NA,NA,"False","False",NA,NA,"True",NA,NA,NA,"False","False",NA,"False","False",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA
"urig1240",NA,"False","False","False",NA,NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,NA,NA,NA
"usan1239",NA,"False","False","False","False",NA,"False",NA,"M",NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,"False","False",NA
"utar1238",NA,"False","False","False","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"True",NA,NA,"N",NA,NA,NA,NA,NA,"False",NA,NA
"utuu1240",NA,"False","False","False","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,"False",NA,NA
"uyaa1238",NA,"False","False","False",NA,NA,"True",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,NA,NA,NA
"veps1250","TRUE","True","False","False","False","False","False","FALSE","M","FALSE","False","False","False","True","True","False","FALSE","T","False","False","False",NA,"False","False","False","False"
"viet1252",NA,"True","True",NA,NA,"False",NA,"FALSE",NA,"FALSE",NA,"False","False",NA,NA,"False",NA,"M","False","False","False",NA,"False",NA,NA,"False"
"waga1260",NA,NA,"False","False",NA,NA,"False",NA,NA,NA,"False","False",NA,"False","False",NA,"FALSE",NA,"False",NA,NA,NA,NA,NA,NA,NA
"waim1255","FALSE",NA,"True","False",NA,"False","True","FALSE",NA,NA,"False","False","False","False",NA,NA,"FALSE",NA,"False",NA,NA,NA,"False",NA,NA,"False"
"waja1257","FALSE",NA,"False","False",NA,NA,"False",NA,NA,NA,"False","False",NA,"False","False",NA,NA,"N","False",NA,NA,NA,NA,NA,NA,NA
"wama1247",NA,"False",NA,"False","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,"False",NA,NA
"wana1269",NA,NA,"False","False","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"True",NA,"FALSE","N",NA,NA,NA,NA,NA,"False",NA,NA
"wanc1238","FALSE","True",NA,"False",NA,"False","False","FALSE",NA,NA,"False",NA,"False","True","False",NA,"FALSE","N",NA,NA,NA,NA,"False",NA,NA,"True"
"wand1278",NA,"True","False",NA,NA,"False","False",NA,NA,"FALSE",NA,"True",NA,NA,"True","False","FALSE",NA,"False","False","False","True",NA,NA,NA,"True"
"wang1289",NA,NA,"False","False",NA,NA,"False",NA,"M",NA,NA,"False",NA,"False","False",NA,"FALSE",NA,"False",NA,NA,NA,NA,NA,NA,NA
"wanm1242",NA,NA,"False","False",NA,NA,"False",NA,NA,NA,"False","False",NA,"False","False",NA,"FALSE",NA,"False",NA,NA,NA,NA,NA,NA,NA
"waor1240",NA,"True","True",NA,NA,"False",NA,"FALSE","M","TRUE","False","False","False",NA,NA,"True",NA,"M","False","False","True",NA,"False",NA,NA,"False"
"wapp1239","FALSE","False","False",NA,NA,"False",NA,"FALSE",NA,"TRUE","False","False","False",NA,NA,"True","FALSE","M","False","False","False",NA,"False",NA,"False","False"
"wara1303","FALSE",NA,"False",NA,NA,"True",NA,"FALSE","M","TRUE","False","False",NA,NA,NA,"True",NA,NA,"False","True","True",NA,NA,NA,"False","False"
"wari1262",NA,NA,"False","False",NA,NA,"False",NA,NA,NA,"False","False",NA,"False","False",NA,"FALSE","N","False",NA,NA,NA,NA,NA,NA,NA
"warl1254","FALSE",NA,"False","False",NA,NA,"True","TRUE",NA,"TRUE","False","False",NA,"True","False",NA,"FALSE","N","False",NA,NA,NA,NA,NA,NA,NA
"warl1255",NA,NA,"False","False",NA,NA,"False",NA,NA,NA,"False","False",NA,"True","False",NA,"FALSE","N","False",NA,NA,NA,NA,NA,NA,NA
"warl1256",NA,NA,"False","False",NA,NA,NA,NA,NA,NA,"False","False",NA,"False","False",NA,"FALSE",NA,"False",NA,NA,NA,NA,NA,NA,NA
"waru1264",NA,NA,"False","False",NA,NA,"False",NA,NA,NA,NA,"False",NA,"True","False",NA,"FALSE",NA,"False",NA,NA,NA,NA,NA,NA,NA
"waru1265",NA,NA,"False","False",NA,NA,"False",NA,NA,NA,"False","False",NA,"True","False",NA,"FALSE",NA,"False",NA,NA,NA,NA,NA,NA,NA
"wask1241",NA,"False","False","False","False",NA,"True",NA,"M",NA,NA,"False",NA,NA,"False",NA,NA,"M",NA,NA,NA,NA,NA,"False",NA,NA
"wath1238","FALSE",NA,"False","False",NA,NA,"False","FALSE",NA,NA,"False","False",NA,"True","False",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA
"wayu1243","FALSE",NA,NA,NA,NA,"False",NA,"FALSE",NA,NA,"False","False","False",NA,NA,"False","FALSE",NA,"False","False",NA,NA,"False",NA,NA,NA
"wein1239","FALSE","True","False","False","False",NA,"False","FALSE",NA,NA,"True",NA,NA,NA,"False","False","FALSE","N","False","False","False",NA,NA,"False",NA,NA
"wela1234",NA,NA,"False","False",NA,"False","True",NA,NA,NA,"False","False",NA,NA,"False",NA,"FALSE","N","False",NA,"False",NA,NA,NA,NA,NA
"wels1247","FALSE","True","False","False","False","False","False","FALSE",NA,"FALSE","False","False","False","False","True","False","FALSE","T","False","False","False",NA,"False","False","False","False"
"wers1238",NA,NA,"False",NA,"False","False",NA,NA,NA,"FALSE","False","False",NA,NA,"False","True","FALSE",NA,"False","True","False","False",NA,"False",NA,"True"
"west1506",NA,"True",NA,"False","False","False","False","FALSE",NA,NA,"True","False","False","True","False",NA,"FALSE",NA,"False",NA,"False",NA,"False","False",NA,"False"
"west2376","TRUE","True","False","False","False","True","False","FALSE","M","FALSE","False","False","True","True","True","False","FALSE","T","False","False","False",NA,"False","False",NA,"False"
"west2392","FALSE","False","False","False","True","False","False","FALSE","M","FALSE","False","False","True","False","False","False","FALSE","T","False","False","False",NA,"False","True","False","False"
"west2430",NA,NA,NA,NA,"False",NA,"False","FALSE",NA,"FALSE","True","False",NA,"False","False",NA,"FALSE","M","False",NA,"False","True",NA,"True",NA,NA
"wich1264","FALSE","False","False","False","False","False","False","FALSE","N","TRUE","False","False","False","False","False","False","FALSE","M","False","False","False",NA,"False","False","False","False"
"wikm1247","FALSE",NA,"False","False",NA,NA,"True","FALSE",NA,NA,"False","False",NA,"True","False",NA,"FALSE","N","False",NA,NA,NA,NA,NA,NA,NA
"wint1259","FALSE","False","False",NA,NA,"False",NA,"TRUE","N","TRUE","False","False","False",NA,NA,"False","FALSE","M",NA,"False","False",NA,"True",NA,"False","False"
"wira1262",NA,NA,"False","False",NA,NA,"True",NA,NA,NA,"False","False",NA,"False","False",NA,"FALSE",NA,"False",NA,NA,NA,NA,NA,NA,NA
"wira1265","FALSE",NA,"False","False",NA,NA,"False","FALSE",NA,NA,NA,"False",NA,"False","False",NA,NA,"N","False",NA,NA,NA,NA,NA,NA,NA
"wong1246",NA,NA,"False","False",NA,NA,"False",NA,NA,NA,"False","False",NA,"False","False",NA,"FALSE",NA,"False",NA,NA,NA,NA,NA,NA,NA
"woun1238","FALSE",NA,"False","False",NA,"False","False","FALSE","M",NA,"True","False","False","True",NA,"False","FALSE",NA,"False","False",NA,NA,"False",NA,NA,"False"
"wume1235","FALSE","True","False","False","False",NA,"False","FALSE",NA,NA,"True",NA,NA,NA,"False","False","FALSE","N","False","False","False",NA,NA,"False",NA,NA
"wusa1235","FALSE","True","False","False","False",NA,NA,"FALSE",NA,NA,"True",NA,NA,NA,NA,"False","FALSE","N","False","True","False",NA,NA,"False",NA,NA
"xian1250",NA,NA,NA,NA,NA,NA,"False","FALSE",NA,"FALSE","False",NA,NA,NA,"False",NA,"FALSE","N","False",NA,"False",NA,NA,NA,NA,NA
"xico1235","FALSE",NA,"False",NA,NA,NA,NA,"FALSE",NA,"FALSE","False","False","False",NA,NA,"False","FALSE",NA,"False","True","False",NA,"False",NA,NA,NA
"xinp1238",NA,"True","True",NA,NA,NA,"False",NA,NA,NA,"True",NA,NA,NA,"False",NA,"FALSE","N","False",NA,"False",NA,NA,NA,NA,NA
"xuzh1234","FALSE","True","True","False","False","False","False","FALSE",NA,NA,"True","False","False","False","False","False","FALSE","N","False","False","False",NA,"False","True",NA,"False"
"xwel1235","FALSE","False","False","False",NA,NA,"False","FALSE",NA,NA,NA,NA,"False","False","False",NA,NA,NA,NA,NA,"False","False","False",NA,NA,NA
"yabe1255",NA,"False","False","False","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,"False",NA,NA
"yabo1240",NA,NA,"False","False",NA,NA,"False",NA,"N",NA,NA,"False",NA,NA,"True",NA,"FALSE","N",NA,NA,NA,NA,NA,NA,NA,NA
"yafi1240",NA,NA,NA,NA,NA,NA,"False",NA,"N",NA,NA,NA,NA,NA,"False",NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA
"yaku1245","TRUE",NA,"False","False","True","False","False","FALSE","M",NA,NA,"False","True",NA,"False","False","FALSE",NA,"False","False","False",NA,"False","False","False","False"
"yala1262",NA,NA,"False","False",NA,NA,"False",NA,NA,NA,"False","False",NA,"False","True",NA,"FALSE","N","False",NA,NA,NA,NA,NA,NA,NA
"yalu1240","FALSE","False","False","False",NA,NA,"True","FALSE",NA,NA,NA,NA,"False","False","False",NA,NA,NA,NA,NA,"False","False","False",NA,NA,NA
"yama1264","FALSE",NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",NA,NA,NA,NA,NA,NA,"False",NA
"yana1271","FALSE",NA,NA,NA,NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,"False",NA
"yand1253",NA,NA,"False","False",NA,NA,"False",NA,NA,NA,"False","False",NA,"False","False",NA,"FALSE",NA,"False",NA,NA,NA,NA,NA,NA,NA
"yand1257",NA,NA,"False","False",NA,"False","False","FALSE",NA,NA,NA,NA,NA,"True","False",NA,"FALSE",NA,NA,NA,"False",NA,NA,NA,NA,"True"
