"glottocode","name","isocodes","level","glottolog.macroarea","latitude","longitude","autotyp.continent","autotyp.area","comment","level1","level2","level3","level4","level5","level6","level7","level8","level9","level10","level11","level12","level13","level14","level15","level16","level17","level18","level19","level20","level21","level22","level23","level24","level25","level26","level27"
"ainu1251","Ainu (China)","aib","language","Eurasia",39.2714,76.4209,"N-C Asia","Inner Asia",NA,"turk1311","comm1245","kipc1240","uygh1241","uygh1240","uigh1243","ainu1251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajab1235","Aja (Benin)","ajg","language","Africa",7.06634,1.64992,"Africa","African Savannah",NA,"atla1278","volt1241","kwav1236","gbee1241","ajab1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajas1235","Aja (South Sudan)","aja","language","Africa",8.58003,25.6122,"Africa","African Savannah",NA,"kres1240","ajas1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajie1238","Ajië","aji","language","Papunesia",-21.3029,165.468,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","sout3173","newc1243","main1286","sout3313","mids1246","houa1234","ajie1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajyi1238","Ajyíninka Apurucayali","cpc","language","South America",-9.82364,-74.61947,"S America","NE South America",NA,"araw1281","sout3131","kamp1244","prea1240","asha1244","asha1241","asha1242","ashe1271","ajyi1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akab1249","Akabea","abj","language","Eurasia",12.3782,92.7818,"S/SE Asia","Southeast Asia",NA,"grea1241","sout2683","akab1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akac1240","Akacari","aci","language","Eurasia",13.49086,92.94855,"S/SE Asia","Southeast Asia",NA,"grea1241","nort3276","nort2678","boca1235","akac1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akak1252","Akakede","akx","language","Eurasia",12.8494,92.8227,"S/SE Asia","Southeast Asia",NA,"grea1241","nort3276","akak1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akan1250","Akan","aka","language","Africa",6.34756,-1.33254,"Africa","African Savannah",NA,"atla1278","volt1241","kwav1236","nyoa1234","poto1254","tano1248","cent2262","akan1251","akan1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akas1242","Akaselem","aks","language","Africa",8.8858,1.37035,"Africa","African Savannah",NA,"atla1278","volt1241","nort3149","gura1261","cent2243","nort2777","bwam1248","otiv1239","nucl1743","gurm1247","gurm1248","gurm1249","ntch1241","akas1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akaw1239","Akawaio-Ingariko","ake","language","South America",6.16277,-60.862,"S America","NE South America",NA,"cari1283","vene1261","pemo1246","pemo1247","kapo1251","akaw1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akei1237","Akei","tsr","language","Papunesia",-15.6377,166.767,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","nort3195","nort3205","espi1234","west2956","west2845","akei1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akha1245","Akha","ahk","language","Eurasia",21.2309,100.964,"S/SE Asia","Southeast Asia",NA,"sino1245","burm1265","lolo1265","lolo1267","hani1249","biso1244","hani1250","haya1251","akha1246","akha1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akhv1239","Northern Akhvakh","akv","language","Eurasia",42.4003,46.3037,"W and SW Eurasia","Greater Mesopotamia",NA,"nakh1245","dagh1238","avar1255","andi1254","akhv1240","akhv1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akka1240","Akkadian","akk","language","Eurasia",33.1,44.1,"W and SW Eurasia","Greater Mesopotamia",NA,"afro1255","semi1276","east2678","akka1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akla1241","Kailibo Aklanon",NA,"dialect","Papunesia",11.5543,122.354,"S/SE Asia","Oceania",NA,"aust1307","mala1545","grea1284","cent2246","bisa1268","west2820","akla1240","akla1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akol1237","Akolet","akt","language","Papunesia",-6.22711,150.182,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","nort3206","nger1241","viti1243","sout2874","araw1269","araw1283","east2763","akol1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akoo1248","Akoose","bss","language","Africa",4.9243,9.65522,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","bant1295","lund1274","leko1248","ngoe1239","mane1268","cent2284","akoo1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akoy1238","Akoye","miw","language","Papunesia",-7.66067,145.669,"NG and Oceania","S New Guinea",NA,"anga1289","nucl1763","sout3130","tain1255","akoy1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akpe1248","Akpes","ibe","language","Africa",7.50256,5.95559,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","akpe1249","akpe1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akun1241","Akuntsu","aqz","language","South America",-12.8322,-60.9716,"S America","NE South America",NA,"tupi1275","arik1267","tupa1251","nucl1716","akun1243","akun1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akur1238","Akurio","ako","language","South America",3.19607,-55.6294,"S America","NE South America",NA,"cari1283","guia1242","tara1324","tiri1260","akur1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akwa1248","Akwa","akw","language","Africa",-0.39897,15.4623,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","cent2260","nort3376","rive1266","koyo1244","akwa1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alab1237","Alabama","akz","language","North America",30.76738,-94.62848,"E N America","E North America",NA,"musk1252","alab1247","alab1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alab1254","Alaba-K'abeena","alw","language","Africa",7.39014,38.1732,"Africa","Greater Abyssinia",NA,"afro1255","cush1243","east2699","high1285","sida1247","hadi1241","kamb1318","alab1254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alac1244","Alacatlatzala Mixtec","mim","language","North America",17.25,-98.58,"C America","Mesoamerica",NA,"otom1299","east2557","amuz1253","mixt1422","mixt1423","mixt1427","guer1245","nucl1835","alac1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alag1248","Alagwa","wbj","language","Africa",-4.64148,35.7231,"Africa","S Africa",NA,"afro1255","cush1243","sout3054","west2720","nort3164","alag1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alak1253","Alak","alk","language","Eurasia",15.5565,106.597,"S/SE Asia","Southeast Asia",NA,"aust1305","bahn1264","west2399","alak1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alam1246","Alamblak","amp","language","Papunesia",-4.66307,143.316,"NG and Oceania","N Coast New Guinea",NA,"sepi1257","sepi1258","east2496","alam1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alaw1244","Alawa","alh","language","Australia",-15.5458,134.282,"Australia","N Australia",NA,"mang1423","mara1414","alaw1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alba1267",NA,NA,NA,"Eurasia",41,20,"W and SW Eurasia","Europe","Coordinates for Northern Tosk Albanian used","indo1319","clas1257","alba1267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aleg1238","Alege","alf","language","Africa",6.59423,9.00394,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","bend1256","nucl1801","bukp1239","aleg1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alek1238","Alekano","gah","language","Papunesia",-6.03901,145.387,"NG and Oceania","Interior New Guinea",NA,"nucl1709","kain1273","goro1272","nucl1760","gahu1246","alek1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aleu1260","Aleut","ale","language","North America",52.1228,-174.29,"N-C Asia","N Coast Asia",NA,"eski1264","aleu1261","aleu1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alge1240","Algerian Saharan Arabic","aao","language","Africa",20.8884,4.80626,"Africa","N Africa",NA,"afro1255","semi1276","west2786","cent2236","arab1394","arab1395","nort3191","alge1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"algo1255","Algonquin","alq","language","North America",47.3876,-77.5258,"E N America","E North America",NA,"algi1248","algo1256","algo1257","east2765","ojib1240","ojib1241","seve1242","algo1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alla1248","Alladian","ald","language","Africa",5.22371,-4.42647,"Africa","African Savannah",NA,"atla1278","volt1241","kwav1236","nyoa1234","avik1242","alla1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alle1238","Allentiac",NA,"language","South America",-33.480938,-68.096924,"S America","Andean",NA,"huar1251","alle1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alng1239","Alngith","aid","language","Australia",-12.5324,141.938,"Australia","N Australia",NA,"pama1250","pama1251","nort2758","leni1237","alng1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alor1247","Alorese","aol","language","Papunesia",-8.20382,124.264,"NG and Oceania","Oceania",NA,"aust1307","mala1545","bima1248","flor1239","lama1293","alor1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alse1251","Alsea-Yaquina","aes","language","North America",44.408,-123.94,"W N America","Alaska-Oregon",NA,"alse1251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aluo1235","Aluo","yna","language","Eurasia",26,102,"S/SE Asia","Southeast Asia",NA,"sino1245","burm1265","lolo1265","lolo1267","nili1235","sout3212","niso1234","nucl1739","unun9956","aluo1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alut1245","Alutor","alr","language","Eurasia",60.3844,165.653,"N-C Asia","N Coast Asia",NA,"chuk1271","chuk1272","kory1247","alut1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alya1239","Alyawarr","aly","language","Australia",-21.0427,136.835,"Australia","S Australia",NA,"pama1250","aran1266","aran1267","sout3384","aran1263","alya1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amai1246","Amaimon","ali","language","Papunesia",-5.18742,145.368,"NG and Oceania","N Coast New Guinea",NA,"nucl1709","mada1298","croi1234","amai1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amap1240","Ama (Papua New Guinea)","amm","language","Papunesia",-4.20192,141.658,"NG and Oceania","N Coast New Guinea",NA,"left1242","nucl1244","amap1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amar1271","Amurdak","amg","language","Australia",-11.9876,132.878,"Australia","N Australia",NA,"iwai1246","amar1271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amar1272","Amara","aie","language","Papunesia",-5.55778,148.68,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","nort3206","nger1241","viti1243","sout2874","amar1272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amar1274","Amarakaeri","amr","language","South America",-12.4931,-70.5533,"S America","NE South America",NA,"hara1260","amar1274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amas1236","Ama (Sudan)","nyi","language","Africa",12.0993,29.4332,"Africa","African Savannah",NA,"nyim1244","amas1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amba1265","Ambai","amk","language","Papunesia",-1.88126,136.526,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","sout3229","cend1238","yape1249","cent2277","ansu1238","amba1265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amba1266","Amba (Solomon Islands)","utp","language","Papunesia",-11.2958,166.498,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","temo1244","utup1237","utup1238","amba1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amba1269","Ambakich","aew","language","Papunesia",-4.23181,144.285,"NG and Oceania","N Coast New Guinea",NA,"kera1258","east2864","amba1269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambe1247","Ambele","ael","language","Africa",5.94043,9.62028,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","ambe1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambl1237","Amblong","alm","language","Papunesia",-15.5169,166.95,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","nort3195","nort3205","espi1234","west2956","sout3194","ambl1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambo1250","Ambonese Malay","abs","language","Papunesia",-3.71342,128.184,"NG and Oceania","Oceania",NA,"aust1307","mala1545","mala1554","mala1538","nucl1806","vehi1234","east2743","ambo1253","ambo1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amdo1237","Amdo Tibetan","adx","language","Eurasia",34.5177,100.485,"N-C Asia","Inner Asia",NA,"sino1245","bodi1256","bodi1257","oldm1245","tibe1276","nort3398","amdo1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amha1245","Amharic","amh","language","Africa",11.708182,39.543456,"Africa","Greater Abyssinia",NA,"afro1255","semi1276","west2786","ethi1244","sout3078","amha1244","amha1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amii1238","Ami","amy","language","Australia",-13.5573,130.04,"Australia","N Australia",NA,"west2434","waga1259","amem1235","amii1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amis1246","Amis","ami","language","Papunesia",23.0917,121.348,"S/SE Asia","Southeast Asia",NA,"aust1307","east2493","cent2103","amis1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amoo1242","Amo","amo","language","Africa",10.3229,8.65405,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","kain1275","cent2242","basa1288","east2404","josa1234","amoo1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amun1246","Amundava","adw","language","South America",-9.04023,-62.3064,"S America","NE South America",NA,"tupi1275","east2909","mawe1252","awet1245","tupi1276","tupi1280","kawa1293","amon1240","amun1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anaa1238","Anaang","anw","language","Africa",4.94832,7.57969,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","delt1251","obol1242","nucl1838","cent2253","efik1244","okop1234","anaa1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anam1247","Anam","pda","language","Papunesia",-4.68869,145.051,"NG and Oceania","N Coast New Guinea",NA,"nucl1709","mada1298","kala1403","sout3148","osum1243","pomo1272","anam1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anam1248","Anamuxra","imi","language","Papunesia",-4.63762,144.991,"NG and Oceania","N Coast New Guinea",NA,"nucl1709","mada1298","kala1403","sout3148","osum1243","pomo1272","anam1250","anam1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anam1249","Anambé","aan","language","South America",-2.71119,-49.303,"S America","NE South America",NA,"tupi1275","east2909","mawe1252","awet1245","tupi1276","subg1264","araw1290","anam1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anci1242","Ionic-Attic Ancient Greek","grc","language","Eurasia",39.8155,21.9129,"W and SW Eurasia","Europe",NA,"indo1319","clas1257","grae1234","gree1276","east2798","cent2404","anci1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anci1244","Ancient Hebrew","hbo","language","Eurasia",31.7761,35.1725,"W and SW Eurasia","Greater Mesopotamia",NA,"afro1255","semi1276","west2786","cent2236","nort3165","cana1267","hebr1246","anci1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ande1247","Andegerebinha","adg","language","Australia",-22.51278,137.3515,"Australia","S Australia",NA,"pama1250","aran1266","aran1267","sout3384","aran1263","cent2403","ande1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andi1255","Andi","ani","language","Eurasia",42.8078,46.2919,"W and SW Eurasia","Greater Mesopotamia",NA,"nakh1245","dagh1238","avar1255","andi1254","andi1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ando1255","Andoa","anb","language","South America",-3.29664,-76.6056,"S America","NE South America",NA,"zapa1251","iqui1244","arab1396","ando1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ando1256","Andoque","ano","language","South America",-0.53751,-72.0869,"S America","NE South America",NA,"ando1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anei1239","Aneityum","aty","language","Papunesia",-20.1864,169.825,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","sout3173","sout2868","anei1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anem1249","Anem","anz","language","Papunesia",-5.54836,148.993,"NG and Oceania","N Coast New Guinea",NA,"anem1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anfi1235","Anfillo","myo","language","Africa",8.568,34.647,"Africa","Greater Abyssinia",NA,"gong1255","gong1256","anfi1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anga1288","Angami Naga","njm","language","Eurasia",25.6841,93.8668,"S/SE Asia","Southeast Asia",NA,"sino1245","kuki1245","anga1312","anga1286","anga1244","anga1287","anga1288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anga1290","Angaataha","agm","language","Papunesia",-7.15012,146.352,"NG and Oceania","Interior New Guinea",NA,"anga1289","anga1290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angg1238","Angkamuthi","avm","language","Australia",-11.443,142.242,"Australia","N Australia",NA,"pama1250","pama1251","nort2758","guda1246","nort3278","urad1238","yadh1238","angg1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angg1239","Angguruk Yali","yli","language","Papunesia",-4.0836,139.457,"NG and Oceania","Interior New Guinea",NA,"nucl1709","dani1287","ngal1299","yali1257","angg1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angl1262","Anlo",NA,"dialect","Africa",6.46,0.81,"Africa","African Savannah",NA,"atla1278","volt1241","kwav1236","gbee1241","west2802","ewei1234","ewee1241","angl1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ango1255","Angoram","aog","language","Papunesia",-4.07758,144.028,"NG and Oceania","N Coast New Guinea",NA,"lowe1423","ango1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ango1258","Angolar","aoa","language","Africa",0.11438,6.59486,"Africa","S Africa",NA,"indo1319","clas1257","ital1284","lati1262","lati1263","impe1234","roma1334","ital1285","west2813","shif1234","sout3183","west2838","gali1263","macr1272","lowe1440","bant1299","saot1242","ango1258",NA,NA,NA,NA,NA,NA,NA,NA,NA
"angu1242","Anguthimri","awg","language","Australia",-12.395,141.755,"Australia","N Australia",NA,"pama1250","pama1251","nort2758","alba1272","angu1243","angu1244","angu1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anii1245","Anii","blo","language","Africa",9.11127,1.60169,"Africa","African Savannah",NA,"atla1278","volt1241","kwav1236","nato1234","basi1245","anii1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anii1246","//Ani","hnh","language","Africa",-19.0966,22.9088,"Africa","S Africa",NA,"khoe1240","khoe1241","nonk1236","west2506","kxoe1242","anii1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anin1240","Anindilyakwa","aoi","language","Australia",-13.99904,136.6415,"Australia","N Australia",NA,"gunw1250","east2701","wubu1239","anin1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anja1238","Anjam","boj","language","Papunesia",-5.45899,145.717,"NG and Oceania","N Coast New Guinea",NA,"nucl1709","mada1298","raic1241","mind1258","lowe1462","coas1332","anja1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anta1253","Antakarinya","ant","language","Australia",-27.1152,134.838,"Australia","S Australia",NA,"pama1250","dese1234","wati1241","unun9966","anta1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anta1255","Antankarana Malagasy","xmv","language","Africa",-13.2164,49.2402,"S/SE Asia","Southeast Asia",NA,"aust1307","mala1545","basa1291","grea1283","sout2919","mala1537","nort3196","nort3207","anta1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anti1245","Antigua and Barbuda Creole English","aig","language","North America",17.068263,-61.821863,"C America","Mesoamerica",NA,"indo1319","clas1257","germ1287","nort3152","west2793","nort3175","angl1264","angl1265","late1254","merc1242","macr1271","guin1259","cari1284","east2759","gull1242","anti1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anuf1239","Anufo","cko","language","Africa",10.2839,0.56021,"Africa","African Savannah",NA,"atla1278","volt1241","kwav1236","nyoa1234","poto1254","tano1248","cent2262","biaa1238","nort2767","anuf1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anuk1239","Anuki","aui","language","Papunesia",-9.6692,149.822,"NG and Oceania","S New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","papu1253","nucl1744","nort2848","anuk1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anut1237","Anuta","aud","language","Papunesia",-11.61,169.85,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","cent2060","east2445","poly1242","nucl1485","anut1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anuu1241","Anu-Hkongso","anl","language","Eurasia",21.5,93.05,"S/SE Asia","Southeast Asia",NA,"sino1245","mrui1235","anuu1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
