"","glottocode","rec_c_PHOIBLE_BAF_uvularTrills_presence","o_PHOIBLE_BAF_aspirated_presence","rec_cc_PHOIBLE_BAF_aspiratedFricatives_presence","rec_dma+WALS_18A+PHOIBLE_BAF_bilabials_presence_1","o_PHOIBLE_BAF_breathyConsonants_presence","o_PHOIBLE_BAF_affricates_presence","o_PHOIBLE_BAF_alveolarApproximant_presence","o_PHOIBLE_BAF_breathyVowels_presence","o_PHOIBLE_BAF_coronalTrills_presence","o_PHOIBLE_BAF_creakyConsonants_presence","o_PHOIBLE_BAF_creakyVowels_presence","rec_dmca+WALS_8A+PHOIBLE_BAF_dentalAlveolarVoicedLateralApproximant_presence_2","rec_dma+WALS_18A+PHOIBLE_BAF_fricatives_presence_2","rec_ma+PHOIBLE_BAF_frontRoundVowels_presence+WALS_11A","o_PHOIBLE_BAF_glides_presence","rec_dmca+WALS_7A+PHOIBLE_BAF_glottalizedResonants_presence_4","rec_dmca+WALS_19A+PHOIBLE_BAF_interdentals_presence_4","o_PHOIBLE_BAF_labializedConsonants_presence","rec_dma+WALS_19A+PHOIBLE_BAF_labialVelars_presence_2","rec_dmca+WALS_8A+PHOIBLE_BAF_lateralObstruents_presence_3","rec_dma+WALS_8A+PHOIBLE_BAF_laterals_presence_1","o_PHOIBLE_BAF_liquids_presence","o_PHOIBLE_BAF_longConsonants_presence","o_PHOIBLE_BAF_longVowels_presence","rec_dma+WALS_7A+PHOIBLE_BAF_glottalizedResonants_presence+PHOIBLE_BAF_loweredLarynxImplosives_presence+PHOIBLE_BAF_raisedLarynxEjectives_presence_1","rec_dmca+WALS_7A+PHOIBLE_BAF_loweredLarynxImplosives_presence_3","o_PHOIBLE_BAF_labiodentals_presence","rec_m+WALS_10A+PHOIBLE_BAF_nasalizedVowels_presence","rec_dma+WALS_18A+PHOIBLE_BAF_nasals_presence_3","o_PHOIBLE_BAF_palatalAndPalatalizedObstruents_presence","o_PHOIBLE_BAF_palatalAndPalatalizedSonorants_presence","rec_cc_PHOIBLE_BAF_palatalLaterals_presence","rec_dmca+WALS_19A+PHOIBLE_BAF_pharyngealsEpiglottals_presence_3","rec_dmca+WALS_7A+PHOIBLE_BAF_raisedLarynxEjectives_presence_2","o_PHOIBLE_BAF_retroflexConsonants_presence","rec_c_PHOIBLE_BAF_stridents_presence","o_PHOIBLE_BAF_taps_presence","rec_dma+WALS_13A+PHOIBLE_BAF_tone_presence_1","rec_ma+PHOIBLE_BAF_uvulars_presence+WALS_6A","rec_dmca+WALS_9A+PHOIBLE_BAF_velarNasals_presence_1","rec_da_WALS_14A_1","rec_da_WALS_17A_1","o_WALS_12A","rec_dc_WALS_13A_2","rec_ma+WALS_14A+WALS_15A","o_WALS_1A","o_WALS_2A","rec_da_WALS_4A_1","rec_dca_WALS_4A_2","rec_dma+WALS_19A+PHOIBLE_BAF_clicks_presence_1","rec_dae_WALS_5A_1","rec_dae_WALS_5A_2"
"1864","lepc1244",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","?","?","Complex",NA,"?","Moderately large","Large (7-14)","TRUE","TRUE","FALSE","FALSE","FALSE"
"1865","lese1243",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"1867","leti1246",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"FALSE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","?",NA,"right-leaning","?","?","?","?","FALSE","?","?"
"1870","libe1240",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1871","libe1247",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","FALSE",NA,"FALSE","TRUE","TRUE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE",NA,"FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","?","?","Moderately complex","complex","?","Average","Large (7-14)","TRUE","TRUE","FALSE","FALSE","FALSE"
"1872","liby1240","FALSE","FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"TRUE",NA,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","?",NA,"right-leaning","?","?","?","?","FALSE","?","?"
"1873","ligb1244",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"1874","ligu1248",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",NA,"FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1876","liji1238",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"1877","lika1243",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"1881","limb1268",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1883","ling1263",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1888","lish1246","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","?","?","Complex",NA,"?","Average","Average (5-6)","TRUE","TRUE","FALSE","FALSE","FALSE"
"1889","lisu1250",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1893","livv1244",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","?",NA,"left-leaning","?","?","?","?","FALSE","?","?"
"1896","lizu1234","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1898","logb1245",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"1899","logo1259",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"1900","loko1255",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1901","loma1260",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"1904","loni1238",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1908","loth1237",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"1912","lowa1242",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1913","lowe1385",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1919","loxi1235",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",NA,"TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1924","luch1239",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1925","luis1253","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"FALSE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","?","?",NA,"left-leaning","Average","Average (5-6)","FALSE","FALSE","FALSE","?","?"
"1926","lukp1238",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1927","lule1238",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1933","luok1236",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","Moderately complex","simple","?","Moderately large","Large (7-14)","TRUE","FALSE","FALSE","FALSE","FALSE"
"1937","lusi1240",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","?","?","Moderately complex",NA,"?","Moderately small","Average (5-6)","FALSE","FALSE","FALSE","?","?"
"1938","luth1234",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1939","luuu1242",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","Moderately complex","complex","?","Average","Large (7-14)","TRUE","TRUE","FALSE","FALSE","TRUE"
"1941","luxe1241","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1942","luya1241",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1944","lyel1241",NA,"FALSE",NA,"TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"1949","maas1239",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1950","maay1238",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1951","maba1273",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"1952","maba1277",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","Complex","simple","?","Average","Large (7-14)","TRUE","TRUE","FALSE","TRUE","FALSE"
"1953","maca1259",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1954","maca1260","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1955","mace1250",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","?",NA,"right-leaning","?","?","?","?","FALSE","?","?"
"1956","mach1266",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE",NA,"TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"1960","mada1282",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"1962","mada1293",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"1965","madi1260",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1966","madn1237",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",NA,NA,"FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,NA,"TRUE",NA,"FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?",NA,"FALSE","?","?"
"1971","mafe1237",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1972","maga1260",NA,"TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","TRUE","TRUE","TRUE","FALSE",NA,"FALSE",NA,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"1980","maib1239",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","Simple",NA,"left-leaning","Small","Average (5-6)","FALSE","FALSE","FALSE","?","?"
"1988","maka1304",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
