"","ID","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Family","Subfamily","Genus","GenusIcon","ISO_codes","Samples_100","Samples_200","Country_ID","Source","Parent_ID"
"431","cec","Chicomuceltec","North America",15.5,-92.25,"chic1271","cob","Mayan","","Mayan","","cob","false","false","MX","Sapper-1912","genus-mayan"
"432","cem","Cèmuhî","Papunesia",-20.8333333333,165.166666667,"cemu1238","cam","Austronesian","Eastern Malayo-Polynesian","Oceanic","","cam","false","false","NC","Lynch-2002c Rivierre-1980 Ross-1998","genus-oceanic"
"433","cga","Chaga","Africa",-3,37,"moch1256","old","Niger-Congo","Benue-Congo","Bantu","","old","false","false","TZ","Raum-1909","genus-bantu"
"434","cha","Chamorro","Papunesia",13.45,144.75,"cham1312","cha","Austronesian","","Chamorro","","cha","true","true","GU","Chung-1983 Chung-1998 Cooreman-1982 Cooreman-1988 Costenoble-1940 Malherbe-and-Rosenberg-1996 Nichols-1992 Safford-1903-1905 Seiden-1960 Topping-1973 Topping-1980a Topping-1980b Topping-et-al-1975 Witucki-1974","genus-chamorro"
"435","chb","Chambri","Papunesia",-4.16666666667,143.083333333,"cham1313","can","Ramu-Lower Sepik","","Lower Sepik","","can","false","false","PG","Laycock-and-Zgraggen-1975","genus-lowersepik"
"436","chc","Chechen","Eurasia",43.25,45.8333333333,"chec1245","che","Nakh-Daghestanian","","Nakh","","che","false","false","RU","Aliroev-1997 Desheriev-1967 Digaev-et-al-2002 Jakovlev-1940 Jeschull-2004 Nichols-1992 Nichols-1994a Nichols-1997a","genus-nakh"
"437","chd","Chaudangsi","Eurasia",30,80.25,"chau1259","cdn","Sino-Tibetan","Tibeto-Burman","Bodic","","cdn","false","false","IN","Sharma-1989a","genus-bodic"
"438","che","Cherokee","North America",35.5,-83.5,"cher1273","chr","Iroquoian","","Southern Iroquoian","","chr","false","false","US","Bender-and-Harris-1946 Cook-1979 Feeling-1975 Foley-1980 Holmes-and-Smith-1976 Lindsey-and-Scancarelli-1985 Reyburn-1954a Scancarelli-1986 Scancarelli-1987 Walker-1975b","genus-southerniroquoian"
"439","chg","Chang","Eurasia",26.3333333333,94.75,"chan1313","nbc","Sino-Tibetan","Tibeto-Burman","Brahmaputran","","nbc","false","false","IN MM","Hutton-1987","genus-brahmaputran"
"440","chh","Chaha","Africa",8.112935,37.93267,"seba1251","sgw","Afro-Asiatic","","Semitic","","sgw","false","false","ET","Leslau-1950 Leslau-1997a Rose-nd","genus-semitic"
"441","chi","Chimariko","North America",41,-123,"chim1301","cid","Hokan","","Chimariko","","cid","false","false","US","Dixon-1910 Nichols-1992 Powell-1877","genus-chimariko"
"442","chj","Chuj","North America",15.9166666667,-91.5833333333,"chuj1250","cac","Mayan","","Mayan","","cac","false","false","GT","Buenrostros-1991 Diego-1998 Hopkins-1967","genus-mayan"
"443","chk","Chukchi","Eurasia",67,-173,"chuk1273","ckt","Chukotko-Kamchatkan","","Northern Chukotko-Kamchatkan","","ckt","true","true","RU","Bogoras-1922 Dunn-1999 Kampfe-and-Volodin-1995 Kozinsky-et-al-1988 Krause-1980 Nedjalkov-1994a Nedjalkov-2007a Nichols-1992 Skorik-1961 Skorik-1961-1977 Skorik-1968 Volodin-and-Skorik-1996","genus-northernchukotkokamchatkan"
"444","chl","Chehalis (Upper)","North America",46.5833333333,-123,"uppe1439","cjh","Salishan","","Tsamosan","","cjh","false","false","US","Kinkade-1963 Kinkade-1976 Kinkade-1991","genus-tsamosan"
"445","chm","Chamalal","Eurasia",42.55,46.05,"cham1309","cji","Nakh-Daghestanian","Daghestanian","Avar-Andic-Tsezic","","cji","false","false","RU","Boguslavskaja-1989 Gudava-1964 Magomedova-1985","genus-avarandictsezic"
"446","chn","Chantyal","Eurasia",28.5833333333,83.4166666667,"chan1310","chx","Sino-Tibetan","Tibeto-Burman","Bodic","","chx","false","false","NP","Noonan-2003b Noonan-2003c Noonan-and-Bhulanja-1999","genus-bodic"
"447","cho","Chontal (Highland)","North America",16.25,-95.75,"high1242","chd","Hokan","","Tequistlatecan","","chd","false","false","MX","Turner-and-Turner-1971 Waterhouse-1962","genus-tequistlatecan"
"448","chp","Chipewyan","North America",59,-106,"chip1261","chp","Na-Dene","","Athapaskan","","chp","false","false","CA","Carter-1979 Elford-and-Elford-1981 Li-1932 Li-1933 Li-1946 Richardson-1968","genus-athapaskan"
"449","chq","Chinantec (Quiotepec)","North America",17.5833333333,-96.6666666667,"quio1240","chq","Oto-Manguean","","Chinantecan","","chq","false","false","MX","Robbins-1961 Robbins-1968","genus-chinantecan"
"450","chr","Chrau","Eurasia",10.75,107.5,"chra1242","crw","Austro-Asiatic","Mon-Khmer","Bahnaric","","crw","false","false","VN","Jaken-and-Thomas-1974 Thomas-1966 Thomas-1971 Thomas-and-Luc-1966","genus-bahnaric"
"451","chs","Chin (Siyin)","Eurasia",23.8333333333,94,"siyi1240","csy","Sino-Tibetan","Tibeto-Burman","Kuki-Chin","","csy","false","false","MM","Naylor-1925","genus-kukichin"
"452","cht","Chatino (Nopala)","North America",16.0833333333,-97.1666666667,"nopa1235","cya","Oto-Manguean","","Zapotecan","","cya","false","false","MX","McKaughan-1954","genus-zapotecan"
"453","chu","Nivacle","South America",-23.5,-60.5,"niva1238","cag","Matacoan","","Matacoan","","cag","false","false","PY","Hunt-1915 Stell-1972","genus-matacoan"
"454","chv","Chuvash","Eurasia",55.5,47.5,"chuv1255","chv","Altaic","","Turkic","","chv","false","false","RU","Andreev-1966 Andreev-1992 Andreev-1997 Benzing-1965 Clark-1998a Krueger-1961 Kruger-1961","genus-turkic"
"455","chw","Cham (Western)","Eurasia",12,105.5,"west2650","cja","Austronesian","","Malayo-Sumbawan","","cja","false","false","KH","Baumgartner-1998 Blood-1967 Edmondson-and-Gregerson-1993 Friberg-1978","genus-malayosumbawan"
"456","chx","Chontal (Huamelultec Oaxaca)","North America",16,-95.75,"lowl1260","clo","Hokan","","Tequistlatecan","","clo","false","false","MX","Nichols-1992 Waterhouse-1949 Waterhouse-1962 Waterhouse-1967","genus-tequistlatecan"
"457","chy","Chayahuita","South America",-5.5,-77,"chay1248","cbt","Cahuapanan","","Cahuapanan","","cbt","false","false","PE","Derbyshire-and-Payne-1990 Hart-1988","genus-cahuapanan"
"458","cic","Chichewa","Africa",-14,34,"nyan1308","nya","Niger-Congo","Benue-Congo","Bantu","","nya","false","false","MZ MW ZM ZW","Bentley-and-Kulemeka-2001 Corbett-and-Mtenje-1987 Malherbe-and-Rosenberg-1996 Mateene-1980 Mchombo-2004 Price-1966","genus-bantu"
"459","cil","CiLuba","Africa",-6,22,"luba1249","lua","Niger-Congo","Benue-Congo","Bantu","","lua","false","false","CD","Willems-1943 de-Schryver-1999","genus-bantu"
"460","cin","Chumash (Ineseño)","North America",34.6666666667,-120.25,"ines1240","inz","Chumash","","Chumash","","inz","false","false","US","Applegate-1972 Applegate-1992 Nichols-1992","genus-chumash"
"461","cjo","Chichimeca-Jonaz","North America",21.6666666667,-100.5,"chic1272","pei","Oto-Manguean","","Chichimec","","pei","false","false","MX","Lastra-de-Suarez-1984 Nichols-1992 de-Angulo-1932","genus-chichimec"
"462","ckh","Cheke Holo","Papunesia",-8.33333333333,159.666666667,"chek1238","mrn","Austronesian","Eastern Malayo-Polynesian","Oceanic","","mrn","false","false","SB","White-1988","genus-oceanic"
"463","ckl","Chinook (Lower)","North America",46.25,-123.5,"chin1286","chh","Penutian","","Chinookan","","chh","false","false","US","Boas-1911b","genus-chinookan"
"464","cku","Chinook (Upper)","North America",45.62,-121.16,"wasc1239","wac","Penutian","","Chinookan","","wac","false","false","US","Boas-1911b Dyk-1933 Hymes-1955 Nichols-1992 Silverstein-1976 Silverstein-1978","genus-chinookan"
"465","cla","Clallam","North America",48.0833333333,-123.75,"clal1241","clm","Salishan","","Central Salish","","clm","false","false","US","Fleisher-1976 Thompson-and-Thompson-1971 Thompson-et-al-1974","genus-centralsalish"
"466","clc","Colac","Australia",-38.3333333333,143.5,"cola1237","","Pama-Nyungan","","Southeastern Pama-Nyungan","","","false","false","AU","Blake-et-al-1998b","genus-southeasternpamanyungan"
"467","cld","Chaldean (Modern)","Eurasia",36,43,"chal1275","cld","Afro-Asiatic","","Semitic","","cld","false","false","IQ","Sara-1974","genus-semitic"
"468","cle","Chinantec (Lealao)","North America",17.3333333333,-95.9166666667,"leal1235","cle","Oto-Manguean","","Chinantecan","","cle","false","true","MX","Key-1965 Rupp-1989 Rupp-1990 Rupp-and-Rupp-1996 Yasugi-1995","genus-chinantecan"
"469","cln","Cholón","South America",-8,-77.5,"","cht","Hobitu-Cholon","","Hobitu-Cholon","","cht","false","false","PE","Adelaar-2004 Alexander-Bakkerus-2005","genus-hobitucholon"
"470","cly","Chulym","Eurasia",54.3333333333,89.6666666667,"chul1246","clw","Altaic","","Turkic","","clw","false","false","RU","Birjukovich-1997","genus-turkic"
"471","cma","Chimila","South America",10,-74,"chim1309","cbg","Chibchan","","Chimila","","cbg","false","false","CO","Huber-and-Reed-1992","genus-chimila"
"472","cmc","Comecrudo","North America",25.8333333333,-99,"come1251","xcm","Hokan","","Comecrudan","","xcm","false","false","MX","Swanton-1940","genus-comecrudan"
"473","cme","Cham (Eastern)","Eurasia",11.3333333333,108.5,"east2563","cjm","Austronesian","","Malayo-Sumbawan","","cjm","false","false","VN","Alieva-and-Bui-Khanh-The-1999 Aymonier-1889 Malherbe-and-Rosenberg-1996","genus-malayosumbawan"
"474","cmh","Chemehuevi","North America",34.3333333333,-115.166666667,"chem1251","ute","Uto-Aztecan","","Northern Uto-Aztecan","","ute","false","false","US","Press-1975 Press-1979 Stolz-1996","genus-northernutoaztecan"
"475","cmk","Chemakum","North America",48.0833333333,-122.916666667,"chim1310","xch","Chimakuan","","Chimakuan","","xch","false","false","US","Andrade-1953 Swadesh-1955","genus-chimakuan"
"476","cml","Camling","Eurasia",27,86.6666666667,"caml1239","rab","Sino-Tibetan","Tibeto-Burman","Himalayish","","rab","false","false","NP","Ebert-1997a Ebert-2003","genus-himalayish"
"477","cmn","Comanche","North America",33.5,-101.5,"coma1245","com","Uto-Aztecan","","Northern Uto-Aztecan","","com","false","true","US","Canonge-1958 Charney-1993 Osborn-and-Smalley-1949 Riggs-1949 Robinson-and-Armagost-1990 Wistrand-Robinson-and-Armagost-1990","genus-northernutoaztecan"
"478","cmr","Chin (Mara)","Eurasia",23,93.1666666667,"mara1382","mrh","Sino-Tibetan","Tibeto-Burman","Kuki-Chin","","mrh","false","false","IN MM","Lorrain-1951 Savidge-1908","genus-kukichin"
"479","cmx","Comox","North America",50.1666666667,-125,"como1259","coo","Salishan","","Central Salish","","coo","false","false","CA","Hagege-1981 Harris-1981b Harris-1981c","genus-centralsalish"
"480","cmy","Chontal Maya","North America",18.1666666667,-92.5833333333,"taba1266","chf","Mayan","","Mayan","","chf","false","false","MX","Keller-1959 Keller-and-Luciano-G-1997 Knowles-1984","genus-mayan"
"481","cnl","Canela","South America",-7,-45,"ramk1239","ram","Macro-Ge","Je","Je Setentrional","","ram","true","true","BR","Abreu-1931 Nichols-1992 Popjes-and-Popjes-1986 Rodrigues-1999b","genus-jesetentrional"
"482","cnm","Canamarí","South America",-6.5,-68.5,"kana1291","knm","Katukinan","","Katukinan","","knm","false","false","BR","Groth-1988a","genus-katukinan"
"483","cnt","Cantonese","Eurasia",23,113,"yuec1235","yue","Sino-Tibetan","","Chinese","","yue","false","false","CN","Bybee-et-al-1994 Cheung-1983 Huang-1970 Killingley-1982 Malherbe-and-Rosenberg-1996 Matthews-1997 Matthews-and-Yip-1994 Zee-1999","genus-chinese"
"484","coa","Coahuilteco","North America",28,-100,"coah1252","xcw","Coahuiltecan","","Coahuiltecan","","xcw","false","false","MX","Troike-1967 Troike-1996","genus-coahuiltecan"
"485","coc","Cocama","South America",-5,-74.5,"coca1259","cod","Tupian","","Maweti-Guarani","","cod","false","false","PE","Bybee-et-al-1994 Faust-1971 Faust-1972","genus-mawetiguarani"
"486","coe","Coeur d'Alene","North America",47.25,-116.5,"coeu1236","crd","Salishan","","Interior Salish","","crd","false","false","US","Doak-1997 Reichard-1933-1938 Reichard-1959","genus-interiorsalish"
"487","cof","Cofán","South America",0.166666666667,-77.1666666667,"cofa1242","con","Cofán","","Cofán","","con","false","false","EC CO","Borman-1962 Borman-1976","genus-cofan"
"488","cog","Cogui","South America",11,-73.8333333333,"cogu1240","kog","Chibchan","","Arhuacic","","kog","false","false","CO","Celedon-1886 Preuss-1926","genus-arhuacic"
"489","coi","Chortí","North America",14.8333333333,-89.25,"chor1273","caa","Mayan","","Mayan","","caa","false","false","GT HN","Lubeck-and-Cowie-1989 Perez-Martinez-1994","genus-mayan"
"490","col","Chol","North America",17.75,-92.5,"chol1282","ctu","Mayan","","Mayan","","ctu","false","false","MX","Aulie-and-Aulie-1978 Schumann-1973 Warkentin-and-Scott-1980","genus-mayan"
"491","com","Comorian","Africa",-12,44,"maor1244","swb","Niger-Congo","Benue-Congo","Bantu","","swb","false","false","KM YT","Malherbe-and-Rosenberg-1996 Saleh-1989","genus-bantu"
"492","coo","Coos (Hanis)","North America",43.5,-124.166666667,"coos1249","csz","Oregon Coast","","Coosan","","csz","false","true","US","Frachtenberg-1910 Frachtenberg-1913 Frachtenberg-1922a Nichols-1992 Pierce-1971 Stolz-1996 Zenk-1990","genus-coosan"
"493","cop","Coptic","Africa",26,32,"copt1239","cop","Afro-Asiatic","","Egyptian-Coptic","","cop","false","false","EG","Lambdin-1983 Layton-2000 Mallon-1956 Plisch-1999 Plumley-1948 Shisha-Halevy-1988","genus-egyptiancoptic"
"494","cor","Cora","North America",22.1666666667,-104.833333333,"elna1235","crn","Uto-Aztecan","","Corachol","","crn","false","false","MX","Casad-1984 Casad-1985 Langacker-1976 McMahon-1959 McMahon-1967","genus-corachol"
"495","cos","Rumsien","North America",36.8333333333333,-121.75,"","","Penutian","Utian","Costanoan","","","false","false","US","Kroeber-1904","genus-costanoan"
"496","cpa","Campa Pajonal Asheninca","South America",-10.6666666667,-74.25,"ashe1273","cjo","Arawakan","","Pre-Andine Arawakan","","cjo","false","false","PE","Pike-and-Kindberg-1956 Wise-1978","genus-preandinearawakan"
"497","cpl","Chinantec (Palantla)","North America",18.8333333333,-96.75,"pala1351","cpa","Oto-Manguean","","Chinantecan","","cpa","false","false","MX","Bybee-et-al-1994 Merrifield-1968","genus-chinantecan"
"498","cpn","Chepang","Eurasia",27.6666666667,84.75,"chep1245","cdm","Sino-Tibetan","Tibeto-Burman","Himalayish","","cdm","false","false","NP","Bybee-et-al-1994 Caughley-1982 Noonan-2003c","genus-himalayish"
"499","cpw","Chippewa (Red Lake and Pillager)","North America",48,-95,"chip1241","ciw","Algic","","Algonquian","","ciw","false","false","US","Schuster-1970","genus-algonquian"
"500","cpy","Chipaya","South America",-18.75,-67.8333333333,"chip1262","cap","Uru-Chipaya","","Uru-Chipaya","","cap","false","false","BO","Cerron-Palomino-2006","genus-uruchipaya"
"501","cqt","Chiquitano","South America",-17.5,-60,"chiq1248","cax","Chiquitano","","Chiquitano","","cax","false","false","BO","Adam-and-Henry-1880 Adelaar-2004 Tavera-Acosta-1907","genus-chiquitano"
"502","cre","Cree (Plains)","North America",54,-110,"plai1258","crk","Algic","","Algonquian","","crk","true","true","CA","Ahenakew-and-Wolfart-1983 Ahenakew-and-Wolfart-1992 Anderson-1975 Dahlstrom-1991 Hive-1948 LeClaire-and-Cardinal-1998 Nichols-1992 Okimasis-and-Ratt-1999 Russell-1999 Vinay-1992 Wolfart-1973 Wolfart-1996 Wolfart-and-Ahenakew-1993 Wolfart-and-Ahenakew-1998 Wolfart-and-Carroll-1981","genus-algonquian"
"503","crg","Chiriguano","South America",-23.6666666667,-64.3333333333,"east2555","gui","Tupian","","Maweti-Guarani","","gui","false","false","PY BO AR","Dietrich-1986 Romano-and-Cattunar-1916","genus-mawetiguarani"
"504","crh","Chru","Eurasia",11.5,108.5,"chru1239","cje","Austronesian","","Malayo-Sumbawan","","cje","false","false","VN","Fuller-et-al-1974","genus-malayosumbawan"
"505","cri","Crimean Tatar","Eurasia",45,34.0833333333,"crim1257","crh","Altaic","","Turkic","","crh","false","false","UZ","Izidinova-1997 Jankowski-1992 Sevortjan-1966","genus-turkic"
"506","crj","Carijona","South America",1,-73,"cari1279","cbd","Cariban","","Cariban","","cbd","false","false","CO","Durbin-and-Seijas-1972 Huber-and-Reed-1992 Robayo-1989","genus-cariban"
"507","crk","Creek","North America",34,-85,"cree1270","mus","Muskogean","","Muskogean","","mus","false","false","US","Haas-1977 Martin-and-Mauldin-2000","genus-muskogean"
"508","crl","Carolinian","Papunesia",15.2,145.75,"caro1242","cal","Austronesian","Eastern Malayo-Polynesian","Oceanic","","cal","false","false","MP","Jackson-and-Marck-1991","genus-oceanic"
"509","crn","Cornish","Eurasia",50.3333333333,-5,"corn1251","cor","Indo-European","","Celtic","","cor","false","false","GB","George-1993 Jenner-1904 Nance-1978 Pool-1958 Thomas-1992b","genus-celtic"
"510","cro","Crow","North America",47,-108,"crow1244","cro","Siouan","","Missouri River Siouan","","cro","false","false","US","Lowie-1941 Reed-1975","genus-missouririversiouan"
"511","crp","Carapana","South America",0.833333333333,-70.75,"cara1272","cbc","Tucanoan","","Tucanoan","","cbc","false","false","CO BR","Huber-and-Reed-1992 Metzger-1981","genus-tucanoan"
"512","crq","Carrier","North America",53.75,-123.5,"carr1249","crx","Na-Dene","","Athapaskan","","crx","false","false","CA","Antoine-et-al-1974 Morice-1932","genus-athapaskan"
"513","crt","Chorote","South America",-22.5,-62.5,"chor1274","","Matacoan","","Matacoan","","crq crt","false","false","PY BO AR","Gerzenstein-1978 Gerzenstein-1983 Hunt-1915","genus-matacoan"
"514","csc","Chinantec (Sochiapan)","North America",17.75,-96.6666666667,"soch1239","cso","Oto-Manguean","","Chinantecan","","cso","false","false","MX","Foris-1973","genus-chinantecan"
"515","csf","Chinantec (San Felipe Usila)","North America",17.9166666667,-96.5,"usil1237","cuc","Oto-Manguean","","Chinantecan","","cuc","false","false","MX","Skinner-and-Skinner-2000","genus-chinantecan"
"516","csh","Cashinahua","South America",-10.5,-71.8333333333,"cash1254","cbs","Pano-Tacanan","","Panoan","","cbs","false","false","BR PE","Camargo-2007 Camargo-Bigot-1992 Cromack-1968 Montag-1981","genus-panoan"
"517","csk","Diola-Kasa","Africa",12.5,-16.75,"jola1262","csk","Niger-Congo","North-Central Atlantic","Jola","","csk","false","false","","Wintz-1909","genus-jola"
"518","csl","Chinese Sign Language","Eurasia",35,115,"chin1283","csl","other","","Sign Languages","","csl","false","false","CN","Yang-and-Fischer-2002","genus-signlanguages"
"519","cso","Chatino (Sierra Occidental)","North America",16.25,-97.3333333333,"west2644","ctp","Oto-Manguean","","Zapotecan","","ctp","false","false","MX","Pride-1965","genus-zapotecan"
"520","ctc","Cuicatec","North America",17.8333333333,-96.8333333333,"cuic1234","","Oto-Manguean","Mixtecan","Cuicatec","","cut cux","false","false","MX","Anderson-and-Roque-1983","genus-cuicatec"
"521","cte","Chinantec (Tepetotutla)","North America",17.8333333333,-96.5,"tepe1279","cnt","Oto-Manguean","","Chinantecan","","cnt","false","false","MX","Westley-1991","genus-chinantecan"
"522","cti","Chin (Tiddim)","Eurasia",23.3333333333,93.6666666667,"tedi1235","ctd","Sino-Tibetan","Tibeto-Burman","Kuki-Chin","","ctd","false","false","MM","Henderson-1965","genus-kukichin"
"523","ctl","Catalan","Eurasia",41.75,2,"stan1289","cat","Indo-European","","Romance","","cat","false","false","ES","Ammann-nd Carbonell-and-Llisteri-1999 Diaz-Insense-2001 Fabra-1897 Fabra-1956 Gulsoy-1982 Haspelmath-1997 Hualde-1992 Malherbe-and-Rosenberg-1996 Mascaro-1978 Roca-1999 Sabater-and-Freixinet-1990 Wheeler-1979 Wheeler-1988b Wheeler-et-al-1999","genus-romance"
