"","ID","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Family","Subfamily","Genus","GenusIcon","ISO_codes","Samples_100","Samples_200","Country_ID","Source","Parent_ID"
"2177","sue","Suena","Papunesia",-7.75,147.55,"suen1241","sue","Trans-New Guinea","Greater Binanderean","Binanderean","","sue","false","true","PG","Nichols-1992 Wilson-1969 Wilson-1974","genus-binanderean"
"2178","sug","Sungor","Africa",13.75,21.5,"assa1269","sjg","Eastern Sudanic","","Taman","","sjg","false","false","TD","Lukas-1938 Tucker-and-Bryan-1966","genus-taman"
"2179","sui","Sui","Eurasia",26,107.5,"suii1243","swi","Tai-Kadai","","Kam-Tai","","swi","false","false","CN","Li-1948","genus-kamtai"
"2180","suk","Suki","Papunesia",-8,141.75,"suki1245","sui","Trans-New Guinea","Gogodala-Suki","Suki","","sui","false","false","PG","Hatfield-2008 Voorhoeve-1975","genus-suki"
"2181","sul","Sulka","Papunesia",-5.08333333333,151.916666667,"sulk1246","sua","Sulka","","Sulka","","sua","false","false","PG","Muller-1916 Nichols-1992 Schneider-1962 Tharp-1996","genus-sulka"
"2182","sum","Mayangna","North America",13,-84.5,"maya1285","yan","Misumalpan","","Misumalpan","","yan","false","false","NI","Houwald-1980","genus-misumalpan"
"2183","sun","Sundanese","Papunesia",-7,107,"sund1252","sun","Austronesian","","Malayo-Sumbawan","","sun","false","false","ID","Clynes-1995a Coolsma-1904 Dahl-1985 Hardjadibrata-1985 Muller-Gotama-2001 Robins-1959 Sugiarto-1993","genus-malayosumbawan"
"2184","sup","Supyire","Africa",11.5,-5.58333333333,"supy1237","spp","Niger-Congo","","Senufo","","spp","true","true","ML","Carlson-1990 Carlson-1994","genus-senufo"
"2185","sur","Sursurunga","Papunesia",-4,152.766666667,"surs1246","sgz","Austronesian","Eastern Malayo-Polynesian","Oceanic","","sgz","false","false","PG","Hutchisson-1986","genus-oceanic"
"2186","sus","Susu","Africa",10,-13,"susu1250","sus","Mande","","Western Mande","","sus","false","false","GN","Friedlander-1974 Houis-1963 Lacan-1942","genus-westernmande"
"2187","sva","Svan","Eurasia",43,42.5,"svan1243","sva","Kartvelian","","Kartvelian","","sva","false","false","GE","Gudjedjiani-and-Palmaitis-1985 Tuite-1997","genus-kartvelian"
"2188","svc","Slovincian","Eurasia",54,16,"kash1274","csb","Indo-European","","Slavic","","csb","false","false","PL","Kurylowicz-1960 Lehr-Splawinski-1917 Lorentz-1903","genus-slavic"
"2189","svk","Slovak","Eurasia",49,20,"slov1269","slk","Indo-European","","Slavic","","slk","false","false","SK","Balaz-and-Darovec-1978 De-Bray-1980a Dogil-1999 Kralj-1988 Letz-1950 Malherbe-and-Rosenberg-1996 Mistrik-1981 Rubach-1991 Short-1993c Trnka-1992","genus-slavic"
"2190","svs","Savosavo","Papunesia",-9.13333333333,159.8,"savo1255","svs","Solomons East Papuan","","Savosavo","","svs","false","false","SB","Todd-1975 Wegener-2008","genus-savosavo"
"2191","svt","Svenska Teckenspråket","Eurasia",59,15,"swed1236","swl","other","","Sign Languages","","swl","false","false","SE","Bergman-1988 Bergman-1995","genus-signlanguages"
"2192","swa","Swahili","Africa",-6.5,39,"swah1253","swh","Niger-Congo","Benue-Congo","Bantu","","swh","true","true","TZ","Abdulaziz-1996 Ashton-1944 Ashton-1947 Ashton-1969 Blake-1994 Brandon-1974 Contini-Morava-1989 Contini-Morava-1997 Corbett-1991 Gregersen-1967 Gromova-and-Oxotina-1995 Haspelmath-1997 Hurskainen-1989 Johnson-and-Madan-1939 Loogman-1965 Malherbe-and-Rosenberg-1996 Mohlig-and-Heine-1999 Myachina-1981 Njogu-2001b Perrott-1950 Polome-nd Snoxall-1958 Vitale-1981 Wald-1975 Wald-1987 Welmers-1973 Whiteley-1968 Wilson-1970","genus-bantu"
"2193","swe","Swedish","Eurasia",60,15,"swed1254","swe","Indo-European","","Germanic","","swe","false","false","FI SE","Bruce-1999a Dahl-1985 Hammar-1958 Haspelmath-1997 Holm-and-Nylund-Lindgren-1977 Holmes-and-Hinchliffe-1994 McClean-1963 Ritte-1998","genus-germanic"
"2194","swi","Sawai","Papunesia",0.5,128,"sawa1247","szw","Austronesian","Eastern Malayo-Polynesian","South Halmahera - West New Guinea","","szw","false","false","ID","Whisler-1992 Whisler-and-Whisler-1995","genus-southhalmaherawestnewguinea"
"2195","swr","Shoshone (Wind River)","North America",43.4166666667,-108.833333333,"shos1248","shh","Uto-Aztecan","","Northern Uto-Aztecan","","shh","false","false","US","Davis-1966","genus-northernutoaztecan"
"2196","swt","Swati","Africa",-26.5,31,"swat1243","ssw","Niger-Congo","Benue-Congo","Bantu","","ssw","false","false","ZA SZ","Kiyomi-1992 Mpunga-wa-Ilunga-2001 Taljaard-et-al-1991 Ziervogel-1952","genus-bantu"
"2197","swv","Swedish (Västerbotten)","Eurasia",64.25,19.75,"swed1254","swe","Indo-European","","Germanic","","swe","false","false","SE","","genus-germanic"
"2198","syg","Saryg Yughur","Eurasia",38.75,99.75,"west2402","ybe","Altaic","","Turkic","","ybe","false","false","CN","Tenishev-1997c","genus-turkic"
"2199","syu","Salt-Yui","Papunesia",-6.28333333333,145.033333333,"salt1242","sll","Trans-New Guinea","","Chimbu-Wahgi","","sll","false","false","PG","Irwin-1974 Nichols-1992","genus-chimbuwahgi"
"2200","tab","Taba","Papunesia",0,127.5,"east2440","mky","Austronesian","Eastern Malayo-Polynesian","South Halmahera - West New Guinea","","mky","false","true","ID","Bowden-1997a Bowden-2001 Bowden-and-Hajek-1999","genus-southhalmaherawestnewguinea"
"2201","tac","Tacana","South America",-13.5,-68,"taca1256","tna","Pano-Tacanan","","Tacanan","","tna","false","false","BO","Key-1968 Ottaviano-1980 Ottaviano-and-Ottaviano-1967 Van-Wynen-and-Van-Wynen-1962","genus-tacanan"
"2202","taf","Taiof","Papunesia",-5.53333333333,154.633333333,"sapo1253","sps","Austronesian","Eastern Malayo-Polynesian","Oceanic","","sps","false","false","PG","Ross-2002g","genus-oceanic"
"2203","tag","Tagalog","Papunesia",15,121,"taga1270","tgl","Austronesian","","Greater Central Philippine","","tgl","true","true","PH","Aldridge-2004 Bloomfield-1917 De-Guzman-1978 English-1965 Himmelmann-1999 Kolmer-1998 Kroeger-1993 Kruz-and-Shkarban-1966 Llamzon-1966 Llamzon-1976 Malherbe-and-Rosenberg-1996 Rachkov-2001 Ramos-1971 Ramos-and-Morales-Goulet-1981 Rubino-1998a Schachter-and-Otanes-1972 Schachter-and-Otanes-1983 Shkarban-1998 Shkarban-2001 Shkarban-and-Rachkov-2007","genus-greatercentralphilippine"
"2204","tah","Tahitian","Papunesia",-17.6666666667,-149.583333333,"tahi1242","tah","Austronesian","Eastern Malayo-Polynesian","Oceanic","","tah","false","false","PF","Bybee-et-al-1994 Davies-1851 Jaussen-1969 Lazard-and-Peltzer-1999 Malherbe-and-Rosenberg-1996 Paia-and-Vernaudon-1999 Tryon-1970a Tryon-1976 Vergnaud-and-Halle-1978","genus-oceanic"
"2205","tai","Tuareg (Air)","Africa",19,9,"taya1257","thz","Afro-Asiatic","","Berber","","thz","false","false","NE","Galand-1974","genus-berber"
"2206","taj","Tajik","Eurasia",38.6666666667,70,"taji1245","tgk","Indo-European","","Iranian","","tgk","false","false","TJ","Kerimova-1966 Malherbe-and-Rosenberg-1996 Rastorgueva-1963","genus-iranian"
"2207","tak","Takia","Papunesia",-4.66666666667,146,"taki1248","tbc","Austronesian","Eastern Malayo-Polynesian","Oceanic","","tbc","false","false","PG","Ross-2002h","genus-oceanic"
"2208","tal","Talinga","Africa",0.416666666667,29.6666666667,"tali1258","tlj","Niger-Congo","Benue-Congo","Bantu","","tlj","false","false","CD UG","Paluku-1998","genus-bantu"
"2209","tam","Tamang (Eastern)","Eurasia",27.5,85.666666666667,"","taj","Sino-Tibetan","Tibeto-Burman","Bodic","","taj","false","false","NP","Matisoff-1997 Mazaudon-1973 Mazaudon-1976 Mazaudon-2003 Taylor-1973","genus-bodic"
"2210","tan","Tangale","Africa",9.75,11.3333333333,"nucl1696","tan","Afro-Asiatic","Chadic","West Chadic","","tan","false","false","NG","Jungraithmayr-1991","genus-westchadic"
"2211","tao","Tarao","Eurasia",24.25,94.1666666667,"tara1313","tro","Sino-Tibetan","Tibeto-Burman","Kuki-Chin","","tro","false","false","IN","Singh-2002","genus-kukichin"
"2212","tap","Taiap","Papunesia",-4.08333333333,144.5,"taia1239","gpn","Taiap","","Taiap","","gpn","false","false","PG","Kulick-and-Stroud-1992","genus-taiap"
"2213","tar","Tariana","South America",1,-69.1666666667,"tari1256","tae","Arawakan","","Japura-Colombia","","tae","false","false","BR","Aikhenvald-2001 Aikhenvald-2003 Aikhenvald-2007a Aikhenvald-and-Dixon-1998 Huber-and-Reed-1992","genus-japuracolombia"
"2214","tas","Tashlhiyt","Africa",31,-5,"tach1250","shi","Afro-Asiatic","","Berber","","shi","false","false","MA","Applegate-1955 Applegate-1958 El-Mountassir-1999 Kossmann-and-Stroomer-1997 Laoust-1921 Naumann-2000 Quitout-1997 Sadiqi-1997","genus-berber"
"2215","tat","Tatana'","Papunesia",5.5,115.5,"tata1257","txx","Austronesian","","North Borneo","","txx","false","false","MY","Dunn-and-Peck-1988 Pekkanen-1988","genus-northborneo"
"2216","tau","Tauya","Papunesia",-5.75,145.333333333,"tauy1241","tya","Trans-New Guinea","Madang","Rai Coast","","tya","false","false","PG","MacDonald-1990","genus-raicoast"
"2217","taw","Tawala","Papunesia",-10.3333333333,150.666666667,"tawa1275","tbo","Austronesian","Eastern Malayo-Polynesian","Oceanic","","tbo","false","false","PG","Ezard-1991 Ezard-1997","genus-oceanic"
"2218","tay","Tayo","Papunesia",-22,166.333333333,"tayo1238","cks","other","","Creoles and Pidgins","","cks","false","false","NC","Ehrhart-1993","genus-creolesandpidgins"
"2219","taz","Talysh (Azerbaijan)","Eurasia",38.75,48.6666666667,"taly1247","tly","Indo-European","","Iranian","","tly","false","false","AZ","Miller-1953 Schulze-2000","genus-iranian"
"2220","tba","Tabare","Papunesia",-6.08333333333,145,"sina1271","sst","Trans-New Guinea","","Chimbu-Wahgi","","sst","false","false","PG","McVinney-and-Luzbetak-1954","genus-chimbuwahgi"
"2221","tbb","Tübatulabal","North America",36,-118.333333333,"tuba1278","tub","Uto-Aztecan","","Northern Uto-Aztecan","","tub","false","false","US","Langacker-1976 Voegelin-1935 Voegelin-1958","genus-northernutoaztecan"
"2222","tbe","Tigré (Beni Amer)","Africa",15.5,38,"tigr1270","tig","Afro-Asiatic","","Semitic","","tig","false","false","ER","Nakano-1982","genus-semitic"
"2223","tbl","Tabla","Papunesia",-2.45,140.416666667,"tabl1243","tnm","Sentanic","","Sentanic","","tnm","false","false","ID","Abisay-et-al-1983 Collier-and-Collier-1986","genus-sentanic"
"2224","tbo","Tboli","Papunesia",6.16666666667,124.5,"tbol1240","tbl","Austronesian","","Bilic","","tbl","false","false","PH","Porter-1977","genus-bilic"
"2225","tbr","Tabaru","Papunesia",1.5,127.25,"taba1263","tby","North Halmaheran","","North Halmaheran","","tby","false","false","ID","Damayu-et-al-1991 Fortgens-1928","genus-northhalmaheran"
"2226","tbs","Tabassaran","Eurasia",41.8333333333,47.9166666667,"taba1259","tab","Nakh-Daghestanian","Daghestanian","Lezgic","","tab","false","false","RU","Magometov-1965 Stolz-1996","genus-lezgic"
"2227","tbt","Tobati","Papunesia",-2.58333333333,140.666666667,"toba1266","tti","Austronesian","Eastern Malayo-Polynesian","Oceanic","","tti","false","false","ID","Donohue-2002","genus-oceanic"
"2228","tbu","Tubu","Africa",16,15,"tebu1238","","Saharan","Saharan","Western Saharan","","dzg tuq","false","false","TD NE","Le-Coeur-and-Le-Coeur-1956 Lukas-1953 Stolz-1996 Tucker-and-Bryan-1966","genus-westernsaharan"
"2229","tbw","Tabwa","Africa",-8,29.5,"taab1238","tap","Niger-Congo","Benue-Congo","Bantu","","tap","false","false","CD ZM","de-Beerst-1896","genus-bantu"
"2230","tbx","Tangbe","Eurasia",28.9166666667,83.75,"seke1240","skj","Sino-Tibetan","Tibeto-Burman","Bodic","","skj","false","false","NP","Honda-2003","genus-bodic"
"2231","tce","Tarahumara (Central)","North America",27.5,-107.5,"cent2131","tar","Uto-Aztecan","","Tarahumaran","","tar","false","false","MX","Cohen-1998 Hilton-1959 Hilton-1993 Langacker-1976","genus-tarahumaran"
"2232","tda","Toda","Eurasia",11.4166666667,76.75,"toda1252","tcx","Dravidian","","Dravidian","","tcx","false","false","IN","Emeneau-1984","genus-dravidian"
"2233","tdi","Tibetan (Dingri)","Eurasia",28.5,86.5,"tibe1272","bod","Sino-Tibetan","Tibeto-Burman","Bodic","","bod","false","false","CN","Herrmann-1989","genus-bodic"
"2234","tdr","Tibetan (Drokpa)","Eurasia",32.25,81.25,"tibe1272","bod","Sino-Tibetan","Tibeto-Burman","Bodic","","bod","false","false","CN","Kretschmar-1986","genus-bodic"
"2235","tec","Tectiteco","North America",15.4166666667,-92.0833333333,"tekt1235","ttc","Mayan","","Mayan","","ttc","false","false","GT MX","Kaufman-1969","genus-mayan"
"2236","tee","Tepehua (Huehuetla)","North America",20.5,-98,"hueh1236","tee","Totonacan","","Totonacan","","tee","false","false","MX","Kung-2007","genus-totonacan"
"2237","teh","Tehuelche","South America",-48,-68,"tehu1242","teh","Chonan","","Chonan Proper","","teh","false","false","AR","Fernandez-Garay-1993 Fernandez-Garay-1998 Schmid-1910 Suarez-1973","genus-chonanproper"
"2238","tel","Telugu","Eurasia",16,79,"telu1262","tel","Dravidian","","Dravidian","","tel","false","false","IN","Bhaskararao-1972 Emeneau-1980 Gil-1994b Grierson-1906 Kelley-1963 Kostic-et-al-1977 Krishnamurti-1961 Krishnamurti-1998 Krishnamurti-and-Gwynn-1985 Krishnamurti-and-Sarma-1968 Lisker-1963 Malherbe-and-Rosenberg-1996 Petrunicheva-1960 Sastry-1972 Stolz-1996 Subbarao-and-Murthy-2000 Subrahmanyam-1974","genus-dravidian"
"2239","tem","Tem","Africa",8.66666666667,0.5,"temm1241","kdh","Niger-Congo","Gur","Grusi","","kdh","false","false","TG BJ GH","Bybee-et-al-1994 Tchagbale-1998","genus-grusi"
"2240","ten","Tennet","Africa",4.41666666667,32.5,"tenn1246","tex","Eastern Sudanic","Surmic","South Surmic","","tex","false","false","SS","Randal-1998","genus-southsurmic"
"2241","teo","Teop","Papunesia",-5.66666666667,155,"teop1238","tio","Austronesian","Eastern Malayo-Polynesian","Oceanic","","tio","false","false","PG","Mosel-and-Spriggs-1992 Mosel-and-Spriggs-1999 Reinig-2000","genus-oceanic"
"2242","tep","Tepehua (Tlachichilco)","North America",20.5833333333,-98.25,"tlac1235","tpt","Totonacan","","Totonacan","","tpt","false","false","MX","Watters-1988 Watters-1996","genus-totonacan"
"2243","ter","Tera","Africa",11,11.8333333333,"tera1251","ttr","Afro-Asiatic","Chadic","Biu-Mandara","","ttr","false","false","NG","Newman-1970 Stolz-1996","genus-biumandara"
"2244","tes","Teso","Africa",1.83333333333,33.8333333333,"teso1249","teo","Eastern Sudanic","Nilotic","Eastern Nilotic","","teo","false","false","UG","Creider-1989 Hilders-and-Lawrance-1956 Tucker-and-Bryan-1966","genus-easternnilotic"
"2245","tet","Tetela","Africa",-4,24,"tete1250","tll","Niger-Congo","Benue-Congo","Bantu","","tll","false","false","CD","Jacobs-1964 Labaere-1984 Wetshemongo-1996 Wetshemongo-1998","genus-bantu"
"2246","tew","Tewa (Arizona)","North America",35.8333333333,-110.416666667,"tewa1260","tew","Kiowa-Tanoan","","Kiowa-Tanoan","","tew","false","false","US","Kroskrity-1993 Yegerlehner-1959","genus-kiowatanoan"
"2247","tex","Turkic (East-Central Xorasan)","Eurasia",37,59,"khor1269","kmz","Altaic","","Turkic","","kmz","false","false","IR","Potseluevskij-1997b","genus-turkic"
"2248","tga","Tangga","Papunesia",-3.46666666667,153.2,"tang1348","hrc","Austronesian","Eastern Malayo-Polynesian","Oceanic","","hrc","false","false","PG","Bell-1977 Bybee-et-al-1994","genus-oceanic"
"2249","tgb","Tagbanwa (Aborlan)","Papunesia",9.5,118.5,"tagb1258","tbw","Austronesian","","Greater Central Philippine","","tbw","false","false","PH","Llamzon-1978","genus-greatercentralphilippine"
"2250","tgh","Tuareg (Ghat)","Africa",25,10.1666666667,"taha1241","thv","Afro-Asiatic","","Berber","","thv","false","false","LY","Nehlil-1909","genus-berber"
"2251","tgk","Tigak","Papunesia",-2.71666666667,150.8,"tiga1245","tgc","Austronesian","Eastern Malayo-Polynesian","Oceanic","","tgc","false","false","PG","Beaumont-1979 Stolz-1996","genus-oceanic"
"2252","tgl","Tshangla","Eurasia",27.8333333333,92.1666666667,"tsha1245","tsj","Sino-Tibetan","Tibeto-Burman","Bodic","","tsj","false","false","BT IN","Andvik-1999 Andvik-2003 Das-Gupta-1968","genus-bodic"
"2253","tgn","Tugun","Papunesia",-7.71666666667,126.75,"tugu1245","tzn","Austronesian","","Central Malayo-Polynesian","","tzn","false","false","ID","Hinton-1991","genus-centralmalayopolynesian"
"2254","tgo","Tsogo","Africa",-1.5,11.3333333333,"tsog1243","tsv","Niger-Congo","Benue-Congo","Bantu","","tsv","false","false","GA","Raponda-Walker-1950","genus-bantu"
"2255","tgp","Tanglapui","Papunesia",-8.28333333333,125.083333333,"kula1280","tpg","Greater West Bomberai","Timor-Alor-Pantar","Alor-Pantar","","tpg","false","false","ID","","genus-alorpantar"
"2256","tgr","Tigré","Africa",16.5,38.5,"tigr1270","tig","Afro-Asiatic","","Semitic","","tig","false","false","ER","Bybee-et-al-1994 Klingenheben-1966 Palmer-1962 Raz-1983 Raz-1997 Rose-nd","genus-semitic"
"2257","tgw","Tarangan (West)","Papunesia",-6.5,134.166666667,"west2538","txn","Austronesian","","Central Malayo-Polynesian","","txn","false","false","ID","Nivens-1992","genus-centralmalayopolynesian"
"2258","tha","Thai","Eurasia",16,101,"thai1261","tha","Tai-Kadai","","Kam-Tai","","tha","true","true","TH","Abramson-1962 Anthony-et-al-1968 Bisang-1991 Bisang-1992 Burusphat-1991 Campbell-1964 Campbell-1968 Campbell-2000 Campbell-and-Shaweevongse-1957 Campbell-and-Shaweevongse-1962 Cooke-1968 Dahl-1985 Diller-1994 Haas-1946 Haas-1964 Hudak-1987 Kalaya-and-Abramson-1999 Kruatrachue-1960 Malherbe-and-Rosenberg-1996 Morezh-et-al-1961 Needleman-1973 Noss-1954 Noss-1964 Robertson-1969 Smyth-2002 Vichit-Vadakan-1976 Warotamasikkhadit-1972 Yates-and-Tryon-1970","genus-kamtai"
"2259","thd","Thadou","Eurasia",24.4166666667,93.9166666667,"thad1238","tcz","Sino-Tibetan","Tibeto-Burman","Kuki-Chin","","tcz","false","false","IN MM","Abbi-1992 Krishan-1980","genus-kukichin"
"2260","thk","Thakali","Eurasia",29,83.75,"thak1245","ths","Sino-Tibetan","Tibeto-Burman","Bodic","","ths","false","false","NP","Georg-1995 Georg-1996","genus-bodic"
"2261","thn","Thangmi","Eurasia",27.75,86,"than1259","thf","Sino-Tibetan","Tibeto-Burman","Himalayish","","thf","false","false","NP","Turin-2000","genus-himalayish"
"2262","tho","Thompson","North America",49.75,-121.75,"thom1243","thp","Salishan","","Interior Salish","","thp","false","false","CA","Haeberlin-1918 Thompson-and-Thompson-1980 Thompson-and-Thompson-1992 Thompson-and-Thompson-1996 Thompson-et-al-1996","genus-interiorsalish"
"2263","thp","Thaypan","Australia",-14.8333333333,143.166666667,"thay1248","typ","Pama-Nyungan","","Northern Pama-Nyungan","","typ","false","false","AU","Rigsby-1976","genus-northernpamanyungan"
"2264","ths","Thai Sign Language","Eurasia",15,101,"thai1240","tsq","other","","Sign Languages","","tsq","false","false","TH","Suwanarat-and-Reilly-1986","genus-signlanguages"
"2265","tht","Tehit","Papunesia",-1.5,132,"tehi1237","kps","West Bird's Head","","West Bird's Head","","kps","false","false","ID","Flassy-and-Stockhof-1979 Reesink-1996","genus-westbirdshead"
"2266","thu","Thulung","Eurasia",27.4166666667,86.5,"thul1246","tdh","Sino-Tibetan","Tibeto-Burman","Himalayish","","tdh","false","false","NP","Allen-1975b","genus-himalayish"
"2267","thw","Thao","Papunesia",23.8833333333,120.916666667,"thao1240","ssf","Austronesian","","Western Plains Austronesian","","ssf","false","false","TW","Chang-1998","genus-westernplainsaustronesian"
"2268","thy","Kuuk Thaayorre","Australia",-14.5833333333,141.833333333,"thay1249","thd","Pama-Nyungan","","Northern Pama-Nyungan","","thd","false","false","AU","Hall-1972","genus-northernpamanyungan"
"2269","tia","Tima","Africa",11.6666666667,29.25,"tima1241","tms","Kordofanian","","Katla-Tima","","tms","false","false","SD","Tucker-and-Bryan-1966","genus-katlatima"
"2270","tib","Tibetan (Standard Spoken)","Eurasia",30,91,"tibe1272","bod","Sino-Tibetan","Tibeto-Burman","Bodic","","bod","false","false","CN","Bell-1939 Bell-1965 De-Lancey-2003 Denwood-1999 Goldstein-and-Nornang-1970 Goldstein-and-Nornang-1978 Hannah-1912 Malherbe-and-Rosenberg-1996 Rerix-1961","genus-bodic"
"2271","tic","Ticuna","South America",-4,-70.5,"ticu1245","tca","Ticuna","","Ticuna","","tca","false","false","BR PE","Anderson-1959 Anderson-1962 Montes-Rodriguez-2004 de-Alviano-1944","genus-ticuna"
"2272","tid","Tidore","Papunesia",0.75,127.5,"tido1248","tvo","North Halmaheran","","North Halmaheran","","tvo","false","false","ID","Pikkert-and-Pikkert-1995 Pikkert-et-al-1994 van-Staden-2000","genus-northhalmaheran"
"2273","tif","Tifal","Papunesia",-5,141.333333333,"tifa1245","tif","Trans-New Guinea","Awyu-Ok","Ok","","tif","false","false","PG","","genus-ok"
"2274","tig","Tigrinya","Africa",14.5,38.5,"tigr1271","tir","Afro-Asiatic","","Semitic","","tir","false","false","ET ER","Dahl-1985 Kogan-1997 Tewolde-2001","genus-semitic"
"2275","tik","Tikar","Africa",5.83333333333,11.6666666667,"tika1246","tik","Niger-Congo","Benue-Congo","Tikar","","tik","false","false","CM","Hagege-1969 Stanley-1991 Stolz-1996","genus-tikar"
"2276","til","Tillamook","North America",45.3333333333,-123.75,"till1254","til","Salishan","","Tillamook","","til","false","false","US","Edel-1939 Reichard-1959 Thompson-and-Thompson-1966","genus-tillamook"
"2277","tim","Timugon","Papunesia",5,116,"timu1262","tih","Austronesian","","North Borneo","","tih","false","false","MY","Omar-1983 Prentice-1971","genus-northborneo"
"2278","tin","Tinrin","Papunesia",-21.6666666667,165.75,"tiri1258","cir","Austronesian","Eastern Malayo-Polynesian","Oceanic","","cir","false","false","NC","Osumi-1995","genus-oceanic"
"2279","tir","Tiriyo","South America",3.25,-55.75,"trio1238","tri","Cariban","","Cariban","","tri","false","false","SR BR","Meira-1999","genus-cariban"
"2280","tis","Tibetan (Shigatse)","Eurasia",29,89,"tibe1272","bod","Sino-Tibetan","Tibeto-Burman","Bodic","","bod","false","false","CN","Haller-2000","genus-bodic"
"2281","tiv","Tiv","Africa",7.5,9,"tivv1240","tiv","Niger-Congo","Benue-Congo","Tivoid","","tiv","false","false","NG","Abraham-1933 Abraham-1940","genus-tivoid"
"2282","tiw","Tiwi","Australia",-11.5,131,"tiwi1244","tiw","Tiwian","","Tiwian","","tiw","true","true","AU","Anderson-and-Maddieson-1994 Fabricius-1998 Lee-1983 Lee-1984 Lee-1987 Lee-1993 Nichols-1992 Osborne-1974","genus-tiwian"
"2283","tja","Tiipay (Jamul)","North America",32.1666666667,-116.5,"kumi1248","dih","Hokan","","Yuman","","dih","false","false","MX US","Langdon-1970 Miller-1990 Miller-2001","genus-yuman"
"2284","tke","Tokelauan","Papunesia",-9,-172,"toke1240","tkl","Austronesian","Eastern Malayo-Polynesian","Oceanic","","tkl","false","false","TK","Hooper-1996 Vonen-1999","genus-oceanic"
"2285","tki","Tuki","Africa",4.58333333333,11.5,"tuki1240","bag","Niger-Congo","Benue-Congo","Bantu","","bag","false","false","CM","Biloa-1997","genus-bantu"
"2286","tkl","Takelma","North America",42.5,-123,"take1257","tkm","Takelma","","Takelma","","tkm","false","false","US","Kendall-1977 Nichols-1992 Sapir-1909 Sapir-1922b Sapir-1976 Stolz-1996","genus-takelma"
"2287","tkm","Turkmen","Eurasia",40,58,"turk1304","tuk","Altaic","","Turkic","","tuk","false","false","TM","Azimov-et-al-1966 Baskakov-and-Hamzaev-1956 Charyjarov-and-Nazarov-1997 Clark-1998b Institut-Jazyka-i-Literatury-1956 Schonig-1998b","genus-turkic"
"2288","tks","Teke (Southern)","Africa",-2.33333333333,14.5,"teke1280","kkw","Niger-Congo","Benue-Congo","Bantu","","kkw","false","false","CG","Paulian-1975","genus-bantu"
"2289","tla","Tolai","Papunesia",-4.25,152.083333333,"kuan1248","ksd","Austronesian","Eastern Malayo-Polynesian","Oceanic","","ksd","false","false","PG","Bley-1912 Franklin-et-al-1974 Mosel-1984","genus-oceanic"
"2290","tlb","Tatar-Noghay (Alabugat)","Eurasia",47.4166666667,45.6666666667,"noga1249","nog","Altaic","","Turkic","","nog","false","false","RU","Arslanov-1997a","genus-turkic"
"2291","tld","Talaud","Papunesia",4.25,126.75,"tala1285","tld","Austronesian","","Sangiric","","tld","false","false","ID","Sneddon-1984 Talens-1911","genus-sangiric"
"2292","tlf","Telefol","Papunesia",-5,141.75,"tele1256","tlf","Trans-New Guinea","Awyu-Ok","Ok","","tlf","false","false","PG","Healey-1964 Healey-1965a Healey-1965b Healey-1965c Healey-and-Healey-1977 Nichols-1992","genus-ok"
"2293","tli","Tlingit","North America",59,-135,"tlin1245","tli","Na-Dene","","Tlingit","","tli","false","true","US","Boas-1917 Dryer-1985 Kelly-and-Willard-1904 Kinkade-2001 Leer-1991b Maddieson-et-al-2001 Naish-1979 Stolz-1996 Story-1979 Swanton-1909 Swanton-1911a Swanton-1911b","genus-tlingit"
"2294","tll","Taulil","Papunesia",-4.41666666667,152.083333333,"taul1251","tuh","Taulil","","Taulil","","tuh","false","false","PG","Stebbins-2002","genus-taulil"
"2295","tlo","Tobelo","Papunesia",1.5,128.5,"tobe1252","tlb","North Halmaheran","","North Halmaheran","","tlb","false","false","ID","Holton-2003 Hueting-1908 Hueting-1936 den-Besten-2001","genus-northhalmaheran"
"2296","tlp","Tlapanec","North America",17.0833333333,-99,"acat1239","tcf","Oto-Manguean","","Subtiaba-Tlapanec","","tcf","false","false","MX","Radin-1935 Suarez-1983a Suarez-1988","genus-subtiabatlapanec"
"2297","tls","Talysh (Southern)","Eurasia",37.5,49,"tari1263","shm","Indo-European","","Iranian","","shm","false","false","IR","Stilo-2005","genus-iranian"
"2298","tma","Tama","Africa",14.5,22,"tama1331","tma","Eastern Sudanic","","Taman","","tma","false","false","TD SD","Tucker-and-Bryan-1966","genus-taman"
"2299","tmc","Timucua","North America",30.25,-82.5,"timu1245","tjm","Timucua","","Timucua","","tjm","false","false","US","Gatschet-1877 Granberry-1956 Granberry-1990 Granberry-1993","genus-timucua"
"2300","tmg","Tamagario","Papunesia",-6.41666666667,139.25,"tama1336","tcg","Kayagar","","Kayagar","","tcg","false","false","ID","Voorhoeve-1975","genus-kayagar"
"2301","tmi","Tatar (Mishar)","Eurasia",55.5,49,"tata1255","tat","Altaic","","Turkic","","tat","false","false","RU","","genus-turkic"
"2302","tmk","Tumak","Africa",9.5,17.3333333333,"tuma1260","tmc","Afro-Asiatic","Chadic","East Chadic","","tmc","false","false","TD","Caprile-1977a","genus-eastchadic"
